GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Speak only English,Margin of Error; Total: - Speak only English,Estimate; Total: - Spanish:,Margin of Error; Total: - Spanish:,"Estimate; Total: - Spanish: - Speak English ""very well""","Margin of Error; Total: - Spanish: - Speak English ""very well""","Estimate; Total: - Spanish: - Speak English less than ""very well""","Margin of Error; Total: - Spanish: - Speak English less than ""very well""","Estimate; Total: - French, Haitian, or Cajun:","Margin of Error; Total: - French, Haitian, or Cajun:","Estimate; Total: - French, Haitian, or Cajun: - Speak English ""very well""","Margin of Error; Total: - French, Haitian, or Cajun: - Speak English ""very well""","Estimate; Total: - French, Haitian, or Cajun: - Speak English less than ""very well""","Margin of Error; Total: - French, Haitian, or Cajun: - Speak English less than ""very well""",Estimate; Total: - German or other West Germanic languages:,Margin of Error; Total: - German or other West Germanic languages:,"Estimate; Total: - German or other West Germanic languages: - Speak English ""very well""","Margin of Error; Total: - German or other West Germanic languages: - Speak English ""very well""","Estimate; Total: - German or other West Germanic languages: - Speak English less than ""very well""","Margin of Error; Total: - German or other West Germanic languages: - Speak English less than ""very well""","Estimate; Total: - Russian, Polish, or other Slavic languages:","Margin of Error; Total: - Russian, Polish, or other Slavic languages:","Estimate; Total: - Russian, Polish, or other Slavic languages: - Speak English ""very well""","Margin of Error; Total: - Russian, Polish, or other Slavic languages: - Speak English ""very well""","Estimate; Total: - Russian, Polish, or other Slavic languages: - Speak English less than ""very well""","Margin of Error; Total: - Russian, Polish, or other Slavic languages: - Speak English less than ""very well""",Estimate; Total: - Other Indo-European languages:,Margin of Error; Total: - Other Indo-European languages:,"Estimate; Total: - Other Indo-European languages: - Speak English ""very well""","Margin of Error; Total: - Other Indo-European languages: - Speak English ""very well""","Estimate; Total: - Other Indo-European languages: - Speak English less than ""very well""","Margin of Error; Total: - Other Indo-European languages: - Speak English less than ""very well""",Estimate; Total: - Korean:,Margin of Error; Total: - Korean:,"Estimate; Total: - Korean: - Speak English ""very well""","Margin of Error; Total: - Korean: - Speak English ""very well""","Estimate; Total: - Korean: - Speak English less than ""very well""","Margin of Error; Total: - Korean: - Speak English less than ""very well""","Estimate; Total: - Chinese (incl. Mandarin, Cantonese):","Margin of Error; Total: - Chinese (incl. Mandarin, Cantonese):","Estimate; Total: - Chinese (incl. Mandarin, Cantonese): - Speak English ""very well""","Margin of Error; Total: - Chinese (incl. Mandarin, Cantonese): - Speak English ""very well""","Estimate; Total: - Chinese (incl. Mandarin, Cantonese): - Speak English less than ""very well""","Margin of Error; Total: - Chinese (incl. Mandarin, Cantonese): - Speak English less than ""very well""",Estimate; Total: - Vietnamese:,Margin of Error; Total: - Vietnamese:,"Estimate; Total: - Vietnamese: - Speak English ""very well""","Margin of Error; Total: - Vietnamese: - Speak English ""very well""","Estimate; Total: - Vietnamese: - Speak English less than ""very well""","Margin of Error; Total: - Vietnamese: - Speak English less than ""very well""",Estimate; Total: - Tagalog (incl. Filipino):,Margin of Error; Total: - Tagalog (incl. Filipino):,"Estimate; Total: - Tagalog (incl. Filipino): - Speak English ""very well""","Margin of Error; Total: - Tagalog (incl. Filipino): - Speak English ""very well""","Estimate; Total: - Tagalog (incl. Filipino): - Speak English less than ""very well""","Margin of Error; Total: - Tagalog (incl. Filipino): - Speak English less than ""very well""",Estimate; Total: - Other Asian and Pacific Island languages:,Margin of Error; Total: - Other Asian and Pacific Island languages:,"Estimate; Total: - Other Asian and Pacific Island languages: - Speak English ""very well""","Margin of Error; Total: - Other Asian and Pacific Island languages: - Speak English ""very well""","Estimate; Total: - Other Asian and Pacific Island languages: - Speak English less than ""very well""","Margin of Error; Total: - Other Asian and Pacific Island languages: - Speak English less than ""very well""",Estimate; Total: - Arabic:,Margin of Error; Total: - Arabic:,"Estimate; Total: - Arabic: - Speak English ""very well""","Margin of Error; Total: - Arabic: - Speak English ""very well""","Estimate; Total: - Arabic: - Speak English less than ""very well""","Margin of Error; Total: - Arabic: - Speak English less than ""very well""",Estimate; Total: - Other and unspecified languages:,Margin of Error; Total: - Other and unspecified languages:,"Estimate; Total: - Other and unspecified languages: - Speak English ""very well""","Margin of Error; Total: - Other and unspecified languages: - Speak English ""very well""","Estimate; Total: - Other and unspecified languages: - Speak English less than ""very well""","Margin of Error; Total: - Other and unspecified languages: - Speak English less than ""very well"""
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",7503,365,5393,303,1853,240,319,90,1534,232,46,35,0,16,46,35,7,12,0,16,7,12,60,43,0,16,60,43,73,47,5,9,68,46,0,16,0,16,0,16,39,31,0,16,39,31,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,32,29,0,16,32,29
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",5066,608,1702,488,3137,615,1573,384,1564,500,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,87,106,77,100,10,17,28,59,28,59,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,112,96,92,79,20,27
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",5636,426,2587,432,2782,366,1925,319,857,227,133,191,97,136,36,55,0,16,0,16,0,16,0,16,0,16,0,16,12,23,12,23,0,16,2,4,0,16,2,4,0,16,0,16,0,16,13,20,0,16,13,20,0,16,0,16,0,16,8,12,0,16,8,12,0,16,0,16,0,16,99,99,78,94,21,33
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",5683,577,1836,382,3116,510,1627,383,1489,393,139,153,52,56,87,98,0,16,0,16,0,16,8,16,0,16,8,16,8,16,8,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,576,410,506,403,70,82
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",2439,264,1118,177,1133,218,683,153,450,140,59,40,34,34,25,20,14,20,14,20,0,11,3,6,0,11,3,6,57,67,19,21,38,49,0,11,0,11,0,11,10,15,10,15,0,11,5,7,5,7,0,11,0,11,0,11,0,11,26,38,14,21,12,18,0,11,0,11,0,11,14,16,8,9,6,9
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",8407,825,4390,727,3831,747,2224,576,1607,499,59,68,59,68,0,16,0,16,0,16,0,16,0,16,0,16,0,16,36,41,36,41,0,16,0,16,0,16,0,16,0,16,0,16,0,16,13,20,0,16,13,20,0,16,0,16,0,16,22,34,22,34,0,16,0,16,0,16,0,16,56,82,28,41,28,41
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",4482,395,1796,421,2541,410,1340,305,1201,224,37,36,21,25,16,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,108,102,85,81,23,27
1400000US36005002400,36005002400,"Census Tract 24, Bronx County, New York",123,175,123,175,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",5116,462,1511,316,3387,500,1536,327,1851,360,0,16,0,16,0,16,0,16,0,16,0,16,9,15,9,15,0,16,10,14,0,16,10,14,6,10,0,16,6,10,74,106,0,16,74,106,0,16,0,16,0,16,7,10,7,10,0,16,36,58,0,16,36,58,27,43,14,22,13,21,49,49,19,21,30,33
1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",2724,304,855,223,1631,326,747,212,884,230,115,102,60,68,55,41,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,123,155,115,154,8,11
1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",4416,447,1569,338,2604,431,1367,330,1237,332,82,127,47,96,35,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,161,134,36,57,125,137
1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",5127,525,2864,458,1720,529,1169,436,551,300,50,88,50,88,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,124,179,44,63,80,116,0,16,0,16,0,16,369,290,254,260,115,105
1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",1596,160,341,114,1063,139,585,187,478,132,36,34,18,26,18,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,29,0,11,16,29,0,11,0,11,0,11,13,20,13,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,127,104,69,74,58,48
1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",3589,438,1363,340,2056,356,1197,310,859,257,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,170,200,105,131,65,72
1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",3501,309,913,277,2289,343,1302,282,987,255,32,41,25,32,7,10,0,11,0,11,0,11,0,11,0,11,0,11,7,11,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,260,191,206,175,54,52
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",279,99,114,66,139,61,101,48,38,22,0,11,0,11,0,11,26,40,26,40,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",1168,199,598,159,525,194,381,172,144,62,13,21,0,11,13,21,0,11,0,11,0,11,0,11,0,11,0,11,20,30,15,22,5,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,18,12,18,0,11
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",5797,661,1226,343,4226,683,1560,485,2666,590,14,23,0,16,14,23,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,192,255,0,16,192,255,139,141,58,92,81,94
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",1417,180,496,107,602,143,416,112,186,64,0,11,0,11,0,11,6,9,6,9,0,11,5,9,5,9,0,11,163,103,71,51,92,68,0,11,0,11,0,11,101,142,32,48,69,95,0,11,0,11,0,11,0,11,0,11,0,11,22,34,12,18,10,16,22,35,11,18,11,18,0,11,0,11,0,11
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",5684,531,1910,525,3580,655,1859,535,1721,450,65,120,11,21,54,99,8,13,8,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,31,43,0,16,31,43,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,3,42,1,18,2,24,87,137,87,137,0,16
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",7210,701,4220,834,2729,446,1746,415,983,266,63,84,63,84,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,70,114,0,16,70,114,0,16,0,16,0,16,14,24,14,24,0,16,12,20,12,20,0,16,0,16,0,16,0,16,102,106,64,80,38,67
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",5500,439,1697,361,3510,461,1653,364,1857,289,138,70,60,54,78,64,0,16,0,16,0,16,0,16,0,16,0,16,43,65,31,43,12,22,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,112,159,112,159,0,16
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",4526,415,2307,346,2158,390,1422,293,736,301,0,11,0,11,0,11,0,11,0,11,0,11,19,36,19,36,0,11,27,36,0,11,27,36,0,11,0,11,0,11,5,11,0,11,5,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,16,10,16,0,11
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",1840,222,941,269,878,183,452,120,426,158,0,11,0,11,0,11,17,26,17,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,4,7,4,7,0,11
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",4051,385,1070,298,2761,334,1224,212,1537,297,50,58,50,58,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,23,15,23,0,11,155,162,8,12,147,162
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",4849,519,1967,394,2635,455,1409,273,1226,363,95,68,24,28,71,60,0,16,0,16,0,16,0,16,0,16,0,16,24,31,24,31,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,128,107,85,97,43,46
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",5193,492,1377,422,3371,415,1284,251,2087,369,204,163,110,95,94,107,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,11,17,11,17,0,16,0,16,0,16,0,16,16,28,7,13,9,15,214,131,130,116,84,92
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",5119,400,2058,374,3023,374,1739,316,1284,274,11,18,11,18,0,16,0,16,0,16,0,16,0,16,0,16,0,16,24,35,24,35,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,3,6,0,16,3,6
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",2113,176,759,161,1339,219,718,164,621,166,15,16,15,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",3563,288,1870,339,1413,195,843,183,570,181,56,76,8,12,48,75,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,224,210,93,101,131,117
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",5774,657,1596,379,3838,709,1701,416,2137,470,142,107,86,75,56,58,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,50,84,0,16,50,84,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,148,119,76,65,72,79
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",2338,240,1007,202,1227,213,558,149,669,169,49,43,36,27,13,20,7,12,7,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,12,8,12,0,11,22,30,10,11,12,19,18,18,8,12,10,14
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",2643,343,745,147,1802,364,832,292,970,303,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,51,13,21,20,31,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,41,43,29,23,12,25,22,49,22,49,0,11
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",1194,133,389,111,734,108,436,92,298,64,14,22,14,22,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,10,3,5,3,5,0,11,0,11,0,11,21,23,8,12,13,14,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,27,30,27,0,11
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",3721,403,3064,455,522,268,278,147,244,145,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,57,68,37,61,20,32,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,78,106,18,29,60,81
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",7000,741,2558,431,4016,662,1814,507,2202,418,25,28,24,28,1,2,0,16,0,16,0,16,1,2,1,2,0,16,120,112,22,36,98,84,0,16,0,16,0,16,14,21,0,16,14,21,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,266,337,235,325,31,51
1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",4031,439,1154,238,2479,419,1192,266,1287,279,7,13,7,13,0,11,0,11,0,11,0,11,25,41,16,27,9,14,129,135,63,72,66,78,0,11,0,11,0,11,57,50,33,40,24,23,0,11,0,11,0,11,16,26,16,26,0,11,6,14,0,11,6,14,31,37,23,35,8,13,127,81,70,69,57,60
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",3035,349,1497,269,1430,336,855,213,575,229,84,80,47,70,37,40,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,24,37,0,11,24,37
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",5154,529,1556,407,3158,562,1640,337,1518,471,36,39,36,39,0,16,0,16,0,16,0,16,0,16,0,16,0,16,69,78,41,38,28,44,13,27,13,27,0,16,10,14,10,14,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,75,133,0,16,75,133,237,186,154,135,83,64
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",6881,664,1977,637,4251,671,2000,426,2251,518,97,89,97,89,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,556,476,186,223,370,368
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",3105,405,1148,346,1326,460,691,231,635,323,97,111,51,57,46,60,0,11,0,11,0,11,0,11,0,11,0,11,172,141,82,96,90,88,50,72,17,24,33,48,29,35,15,17,14,22,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,283,214,91,78,192,201
1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",7840,932,3063,721,4018,869,2146,586,1872,538,79,121,73,120,6,13,0,16,0,16,0,16,0,16,0,16,0,16,73,110,73,110,0,16,0,16,0,16,0,16,19,46,13,31,6,15,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,93,96,0,16,93,96,495,293,251,200,244,135
1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",4506,437,1494,355,2485,484,1477,364,1008,292,97,76,72,56,25,28,0,11,0,11,0,11,0,11,0,11,0,11,326,219,201,131,125,95,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,94,151,0,11,94,151,10,15,0,11,10,15
1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",2382,181,936,194,1324,228,832,202,492,134,65,65,47,53,18,26,0,11,0,11,0,11,0,11,0,11,0,11,10,13,3,6,7,12,0,11,0,11,0,11,13,21,13,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,34,29,22,19,12,12
1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",4935,510,1085,427,2027,488,1195,290,832,337,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,1109,317,516,143,593,243,0,16,0,16,0,16,114,95,38,36,76,71,0,16,0,16,0,16,8,12,8,12,0,16,0,16,0,16,0,16,465,333,285,213,180,145,127,113,80,111,47,45
1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",3645,456,1128,294,2001,598,790,258,1211,506,223,158,86,78,137,116,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,48,76,14,23,34,54,245,202,149,119,96,112
1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",3506,340,1726,295,1729,366,1211,320,518,194,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,12,7,12,0,11,0,11,0,11,0,11,44,39,44,39,0,11
1400000US36005007500,36005007500,"Census Tract 75, Bronx County, New York",5467,424,2608,345,2669,386,1815,383,854,178,96,73,63,58,33,38,0,16,0,16,0,16,27,41,27,41,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,67,80,24,38,43,51
1400000US36005007600,36005007600,"Census Tract 76, Bronx County, New York",4618,483,1800,321,2371,500,1128,248,1243,438,20,31,20,31,0,16,0,16,0,16,0,16,0,16,0,16,0,16,314,233,168,130,146,111,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,22,39,12,21,10,23,91,113,27,44,64,102
1400000US36005007700,36005007700,"Census Tract 77, Bronx County, New York",1897,209,469,104,1216,229,635,163,581,168,123,101,18,23,105,91,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,89,92,42,44,47,48
1400000US36005007800,36005007800,"Census Tract 78, Bronx County, New York",5865,666,1488,414,3629,697,1816,460,1813,507,40,62,0,16,40,62,0,16,0,16,0,16,0,16,0,16,0,16,213,190,153,131,60,66,0,16,0,16,0,16,126,137,40,58,86,92,101,248,73,183,28,65,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,268,270,241,232,27,47
1400000US36005007900,36005007900,"Census Tract 79, Bronx County, New York",5922,541,1866,607,3759,660,1759,333,2000,578,30,49,0,16,30,49,0,16,0,16,0,16,5,11,0,16,5,11,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,262,285,181,217,81,74
1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",6159,577,1151,316,4349,607,2027,403,2322,520,30,47,13,20,17,27,0,16,0,16,0,16,0,16,0,16,0,16,37,39,26,27,11,17,0,16,0,16,0,16,250,274,0,16,250,274,0,16,0,16,0,16,0,16,0,16,0,16,13,20,0,16,13,20,0,16,0,16,0,16,329,279,181,149,148,162
1400000US36005008400,36005008400,"Census Tract 84, Bronx County, New York",2362,258,954,181,1166,174,830,128,336,124,6,12,6,12,0,11,9,14,9,14,0,11,0,11,0,11,0,11,112,123,66,74,46,49,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,115,68,84,49,31,24
1400000US36005008500,36005008500,"Census Tract 85, Bronx County, New York",6050,725,1208,310,4465,730,2528,502,1937,418,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,62,96,0,16,62,96,0,16,0,16,0,16,0,16,0,16,0,16,8,17,8,17,0,16,0,16,0,16,0,16,307,443,79,114,228,330
1400000US36005008600,36005008600,"Census Tract 86, Bronx County, New York",3737,400,1679,298,1958,411,803,189,1155,349,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,100,112,0,11,100,112,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36005008700,36005008700,"Census Tract 87, Bronx County, New York",6029,541,1719,346,4234,541,2159,332,2075,374,40,39,18,20,22,35,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,36,46,0,16,36,46
1400000US36005008900,36005008900,"Census Tract 89, Bronx County, New York",3105,349,1031,283,2024,230,1042,195,982,169,30,45,30,45,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,47,15,34,5,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36005009000,36005009000,"Census Tract 90, Bronx County, New York",3492,318,1452,269,1985,299,1243,267,742,223,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,28,0,11,17,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,38,60,20,32,18,29,0,11,0,11,0,11,0,11,0,11,0,11
