GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38
1400000US36047117000,36047117000,"Census Tract 1170, Kings County, New York",1665,265,623,241,932,207,593,167,339,113,45,55,33,38,12,18,0,11,0,11,0,11,0,11,0,11,0,11,65,75,39,44,26,31,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047117201,36047117201,"Census Tract 1172.01, Kings County, New York",2169,235,574,133,1547,235,1082,204,465,132,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,29,44,10,15,19,29,0,11,0,11,0,11,7,10,0,11,7,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,19,0,11,12,19,0,11,0,11,0,11
1400000US36047117202,36047117202,"Census Tract 1172.02, Kings County, New York",2777,415,1134,315,1414,377,840,330,574,194,12,18,0,11,12,18,0,11,0,11,0,11,0,11,0,11,0,11,209,215,180,187,29,45,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,14,0,11,8,14,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047117400,36047117400,"Census Tract 1174, Kings County, New York",4029,421,967,281,2769,404,1863,354,906,264,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,11,7,11,0,11,0,11,0,11,0,11,281,196,167,134,114,72,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,5,10,5,10,0,11
1400000US36047117601,36047117601,"Census Tract 1176.01, Kings County, New York",2829,289,820,184,1959,349,1135,269,824,217,10,16,0,11,10,16,0,11,0,11,0,11,11,17,11,17,0,11,2,16,2,16,0,11,0,11,0,11,0,11,27,37,12,17,15,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047117602,36047117602,"Census Tract 1176.02, Kings County, New York",2703,273,867,217,1753,271,1098,202,655,182,12,17,12,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,10,7,10,0,11,0,11,0,11,0,11,64,52,11,17,53,44,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047117800,36047117800,"Census Tract 1178, Kings County, New York",1635,197,643,154,737,217,498,194,239,90,12,17,12,17,0,11,0,11,0,11,0,11,4,9,0,11,4,9,33,47,23,30,10,16,0,11,0,11,0,11,198,135,30,25,168,132,0,11,0,11,0,11,0,11,0,11,0,11,8,12,4,6,4,6,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047118000,36047118000,"Census Tract 1180, Kings County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047118201,36047118201,"Census Tract 1182.01, Kings County, New York",2695,261,717,215,1865,324,1231,256,634,209,11,18,11,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,69,58,39,39,30,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,27,18,27,0,11,15,24,0,11,15,24
1400000US36047118202,36047118202,"Census Tract 1182.02, Kings County, New York",2843,285,715,201,1987,304,1436,284,551,131,50,77,50,77,0,11,0,11,0,11,0,11,0,11,0,11,0,11,60,44,27,21,33,32,0,11,0,11,0,11,31,47,15,22,16,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047118400,36047118400,"Census Tract 1184, Kings County, New York",5128,449,1027,295,3344,500,2406,445,938,279,4,7,4,7,0,16,0,16,0,16,0,16,4,8,4,8,0,16,304,247,39,35,265,242,0,16,0,16,0,16,319,201,60,58,259,169,21,35,21,35,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,105,122,58,70,47,77
1400000US36047118600,36047118600,"Census Tract 1186, Kings County, New York",2246,293,681,174,1271,221,975,190,296,107,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,276,197,189,159,87,70,0,11,0,11,0,11,18,16,0,11,18,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047118800,36047118800,"Census Tract 1188, Kings County, New York",4379,531,1670,399,1414,428,912,321,502,258,95,90,55,71,40,43,13,24,13,24,0,11,0,11,0,11,0,11,1128,409,825,357,303,144,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,59,82,59,82,0,11
1400000US36047119000,36047119000,"Census Tract 1190, Kings County, New York",2344,273,1005,240,1059,288,867,279,192,98,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,273,176,174,130,99,85,0,11,0,11,0,11,7,10,0,11,7,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047119200,36047119200,"Census Tract 1192, Kings County, New York",2848,406,1504,374,1093,264,739,224,354,122,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,134,181,55,65,79,120,0,11,0,11,0,11,62,90,0,11,62,90,7,11,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,34,22,34,0,11,26,38,0,11,26,38
1400000US36047119400,36047119400,"Census Tract 1194, Kings County, New York",3460,403,2359,387,833,288,474,140,359,210,101,115,101,115,0,11,0,11,0,11,0,11,0,11,0,11,0,11,98,137,66,103,32,36,0,11,0,11,0,11,0,11,0,11,0,11,48,56,0,11,48,56,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,33,0,11,21,33
1400000US36047119600,36047119600,"Census Tract 1196, Kings County, New York",4743,348,2566,318,1051,274,651,235,400,122,18,23,18,23,0,16,23,36,23,36,0,16,0,16,0,16,0,16,843,182,369,132,474,195,0,16,0,16,0,16,97,111,43,68,54,61,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,145,120,75,59,70,86
1400000US36047119800,36047119800,"Census Tract 1198, Kings County, New York",2837,389,1422,254,1215,331,846,256,369,142,32,38,0,11,32,38,5,10,5,10,0,11,6,11,0,11,6,11,58,83,42,66,16,27,0,11,0,11,0,11,5,10,0,11,5,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,25,39,25,39,0,11,69,73,32,40,37,41
1400000US36047120000,36047120000,"Census Tract 1200, Kings County, New York",2130,298,1140,264,403,151,169,78,234,127,21,26,21,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,462,145,252,119,210,86,0,11,0,11,0,11,34,48,34,48,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,70,63,38,52,32,36
1400000US36047120200,36047120200,"Census Tract 1202, Kings County, New York",1877,245,778,213,390,222,288,186,102,70,5,8,0,11,5,8,0,11,0,11,0,11,5,8,5,8,0,11,610,259,370,183,240,179,11,16,5,8,6,9,11,17,5,8,6,9,5,8,0,11,5,8,3,7,3,7,0,11,13,20,7,10,6,10,0,11,0,11,0,11,46,46,32,35,14,21
1400000US36047120800,36047120800,"Census Tract 1208, Kings County, New York",8359,765,5685,773,823,311,542,273,281,140,184,163,142,136,42,56,7,17,0,16,7,17,6,12,0,16,6,12,178,124,90,65,88,63,0,16,0,16,0,16,63,98,0,16,63,98,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,1413,481,1354,477,59,55
1400000US36047121000,36047121000,"Census Tract 1210, Kings County, New York",3795,461,1955,430,1736,450,1234,406,502,194,78,126,61,97,17,28,0,11,0,11,0,11,0,11,0,11,0,11,26,80,26,80,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047121400,36047121400,"Census Tract 1214, Kings County, New York",4084,331,2404,323,1272,340,927,288,345,144,253,176,145,152,108,104,0,11,0,11,0,11,0,11,0,11,0,11,155,166,132,134,23,36,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36047122000,36047122000,"Census Tract 1220, Kings County, New York",5276,570,3901,671,726,323,570,334,156,138,104,118,104,118,0,16,0,16,0,16,0,16,0,16,0,16,0,16,59,124,47,90,12,37,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,486,231,440,217,46,75
1400000US36047123700,36047123700,"Census Tract 1237, Kings County, New York",5320,570,800,244,550,261,167,78,383,246,28,35,28,35,0,16,3571,553,2189,456,1382,396,0,16,0,16,0,16,50,54,50,54,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,25,37,19,28,6,9,0,16,0,16,0,16,296,219,130,90,166,141
1400000US36047150200,36047150200,"Census Tract 1502, Kings County, New York",2539,209,1862,206,160,99,115,71,45,45,25,33,25,33,0,11,40,42,32,40,8,13,38,43,22,24,16,25,184,144,176,143,8,11,0,11,0,11,0,11,121,107,51,46,70,74,0,11,0,11,0,11,6,12,6,12,0,11,54,66,36,41,18,30,17,17,17,17,0,11,32,48,32,48,0,11
1400000US36047152200,36047152200,"Census Tract 1522, Kings County, New York",3279,333,2149,327,370,175,215,105,155,146,48,47,48,47,0,11,35,45,35,45,0,11,1,2,1,2,0,11,630,240,234,123,396,212,0,11,0,11,0,11,1,3,0,11,1,3,0,11,0,11,0,11,10,16,10,16,0,11,9,23,9,23,0,11,0,11,0,11,0,11,26,26,25,26,1,2
1400000US36047990100,36047990100,"Census Tract 9901, Kings County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061000100,36061000100,"Census Tract 1, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061000201,36061000201,"Census Tract 2.01, New York County, New York",2584,339,662,235,670,163,384,155,286,153,0,11,0,11,0,11,0,11,0,11,0,11,30,50,0,11,30,50,17,27,17,27,0,11,0,11,0,11,0,11,1151,272,232,122,919,222,0,11,0,11,0,11,12,21,0,11,12,21,42,57,24,47,18,29,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061000202,36061000202,"Census Tract 2.02, New York County, New York",7659,528,2912,498,2603,485,1825,446,778,324,44,54,44,54,0,16,0,16,0,16,0,16,90,82,69,78,21,28,44,59,27,51,17,26,15,25,0,16,15,25,1895,291,741,261,1154,267,0,16,0,16,0,16,16,26,16,26,0,16,29,53,29,53,0,16,0,16,0,16,0,16,11,19,11,19,0,16
1400000US36061000500,36061000500,"Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061000600,36061000600,"Census Tract 6, New York County, New York",10140,1088,2408,723,2600,875,1880,788,720,323,0,18,0,18,0,18,25,40,25,40,0,18,61,60,7,13,54,60,2,4,2,4,0,18,0,18,0,18,0,18,5025,1011,700,323,4325,918,11,18,11,18,0,18,7,14,0,18,7,14,0,18,0,18,0,18,0,18,0,18,0,18,1,5,1,5,0,18
1400000US36061000700,36061000700,"Census Tract 7, New York County, New York",8669,863,6562,766,337,207,201,158,136,125,4,25,4,25,0,16,27,43,27,43,0,16,96,122,96,122,0,16,769,530,762,527,7,41,98,83,98,83,0,16,348,193,293,175,55,93,0,16,0,16,0,16,0,16,0,16,0,16,304,212,159,109,145,127,98,96,98,96,0,16,26,43,26,43,0,16
1400000US36061000800,36061000800,"Census Tract 8, New York County, New York",9168,763,1895,532,226,192,143,128,83,72,0,16,0,16,0,16,13,19,13,19,0,16,53,87,34,56,19,31,154,184,79,95,75,90,173,199,34,53,139,175,6632,795,1474,372,5158,657,10,17,0,16,10,17,12,19,12,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36061000900,36061000900,"Census Tract 9, New York County, New York",1602,150,1213,146,129,81,129,81,0,11,17,15,17,15,0,11,17,15,17,15,0,11,14,13,13,12,1,3,72,42,62,39,10,13,13,14,8,8,5,7,87,39,58,31,29,22,0,11,0,11,0,11,0,11,0,11,0,11,14,20,0,11,14,20,0,11,0,11,0,11,26,17,26,17,0,11
1400000US36061001001,36061001001,"Census Tract 10.01, New York County, New York",1417,151,1073,169,170,72,113,46,57,47,19,24,19,24,0,11,10,11,10,11,0,11,5,7,5,7,0,11,52,38,52,38,0,11,0,11,0,11,0,11,50,38,34,36,16,14,0,11,0,11,0,11,0,11,0,11,0,11,5,8,0,11,5,8,18,28,13,20,5,8,15,24,15,24,0,11
1400000US36061001002,36061001002,"Census Tract 10.02, New York County, New York",5533,780,2174,650,2600,592,1471,553,1129,303,9,19,0,16,9,19,0,16,0,16,0,16,0,16,0,16,0,16,19,30,0,16,19,30,0,16,0,16,0,16,567,200,56,62,511,183,13,26,13,26,0,16,14,27,14,27,0,16,0,16,0,16,0,16,15,24,0,16,15,24,122,170,111,168,11,18
1400000US36061001200,36061001200,"Census Tract 12, New York County, New York",3648,268,1964,264,834,179,509,131,325,108,0,11,0,11,0,11,116,90,116,90,0,11,115,76,60,59,55,46,14,20,14,20,0,11,0,11,0,11,0,11,492,171,66,45,426,159,12,17,12,17,0,11,0,11,0,11,0,11,10,16,0,11,10,16,0,11,0,11,0,11,91,81,78,78,13,21
1400000US36061001300,36061001300,"Census Tract 13, New York County, New York",4216,447,3208,389,283,155,283,155,0,11,50,46,50,46,0,11,57,57,57,57,0,11,67,44,67,44,0,11,198,174,198,174,0,11,79,75,79,75,0,11,123,85,73,59,50,73,0,11,0,11,0,11,36,59,36,59,0,11,83,90,16,25,67,75,0,11,0,11,0,11,32,54,16,27,16,27
1400000US36061001401,36061001401,"Census Tract 14.01, New York County, New York",3042,272,2138,247,235,87,159,73,76,40,53,50,37,35,16,24,50,30,31,22,19,20,66,51,66,51,0,11,34,34,34,34,0,11,0,11,0,11,0,11,303,124,156,71,147,80,0,11,0,11,0,11,38,59,22,34,16,25,41,53,41,53,0,11,0,11,0,11,0,11,84,60,73,57,11,18
1400000US36061001402,36061001402,"Census Tract 14.02, New York County, New York",2824,290,1185,245,571,159,414,122,157,93,174,86,159,86,15,24,70,53,70,53,0,11,7,12,7,12,0,11,13,24,13,24,0,11,0,11,0,11,0,11,735,242,113,80,622,209,0,11,0,11,0,11,0,11,0,11,0,11,62,84,62,84,0,11,0,11,0,11,0,11,7,12,7,12,0,11
1400000US36061001501,36061001501,"Census Tract 15.01, New York County, New York",6587,464,4344,453,285,151,248,149,37,59,217,180,168,167,49,45,105,81,105,81,0,16,226,130,26,31,200,117,323,183,278,161,45,62,156,153,156,153,0,16,837,269,259,134,578,223,0,16,0,16,0,16,64,73,64,73,0,16,21,35,21,35,0,16,0,16,0,16,0,16,9,17,9,17,0,16
1400000US36061001502,36061001502,"Census Tract 15.02, New York County, New York",7328,537,5139,490,348,161,236,115,112,109,195,182,156,171,39,39,103,72,92,64,11,18,122,63,107,63,15,22,514,210,409,181,105,74,113,71,65,56,48,51,602,204,448,161,154,142,32,38,16,27,16,27,0,16,0,16,0,16,95,66,72,60,23,34,0,16,0,16,0,16,65,76,65,76,0,16
1400000US36061001600,36061001600,"Census Tract 16, New York County, New York",7005,919,1659,391,228,148,132,118,96,61,211,251,141,142,70,112,22,35,22,35,0,16,34,51,34,51,0,16,86,131,30,47,56,85,0,16,0,16,0,16,4676,879,1160,394,3516,729,38,61,0,16,38,61,0,16,0,16,0,16,15,23,0,16,15,23,36,52,36,52,0,16,0,16,0,16,0,16
1400000US36061001800,36061001800,"Census Tract 18, New York County, New York",7821,750,3157,543,510,201,297,158,213,105,126,123,126,123,0,16,19,30,19,30,0,16,45,58,38,56,7,13,169,165,67,48,102,134,79,80,0,16,79,80,3580,736,848,240,2732,706,12,19,12,19,0,16,0,16,0,16,0,16,116,156,47,53,69,140,0,16,0,16,0,16,8,14,8,14,0,16
1400000US36061002000,36061002000,"Census Tract 20, New York County, New York",4456,381,1213,303,2374,403,1227,296,1147,223,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,829,369,206,166,623,274,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,12,7,12,0,11,33,35,33,35,0,11
1400000US36061002100,36061002100,"Census Tract 21, New York County, New York",5984,522,4760,551,186,144,167,120,19,29,91,73,75,58,16,25,0,16,0,16,0,16,46,48,46,48,0,16,271,153,240,143,31,35,113,69,93,69,20,26,369,171,215,119,154,121,0,16,0,16,0,16,48,41,48,41,0,16,88,64,72,55,16,27,0,16,0,16,0,16,12,18,12,18,0,16
1400000US36061002201,36061002201,"Census Tract 22.01, New York County, New York",6418,532,2580,362,2263,454,1491,438,772,231,64,71,52,62,12,21,8,13,0,16,8,13,109,81,80,64,29,35,278,316,177,197,101,121,0,16,0,16,0,16,1084,311,249,136,835,304,0,16,0,16,0,16,9,15,9,15,0,16,23,37,23,37,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36061002202,36061002202,"Census Tract 22.02, New York County, New York",1925,189,1196,166,359,116,258,105,101,69,0,11,0,11,0,11,8,12,8,12,0,11,50,50,30,41,20,30,58,55,58,55,0,11,26,30,26,30,0,11,189,121,56,41,133,96,10,15,0,11,10,15,0,11,0,11,0,11,29,29,4,7,25,28,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061002400,36061002400,"Census Tract 24, New York County, New York",4949,555,2014,427,2396,566,1427,350,969,359,45,56,45,56,0,16,0,16,0,16,0,16,0,16,0,16,0,16,108,141,108,141,0,16,30,50,30,50,0,16,285,177,130,98,155,129,0,16,0,16,0,16,18,29,18,29,0,16,0,16,0,16,0,16,53,77,19,24,34,61,0,16,0,16,0,16
1400000US36061002500,36061002500,"Census Tract 25, New York County, New York",5191,470,1387,442,1837,370,969,263,868,315,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,1943,254,333,117,1610,223,0,16,0,16,0,16,0,16,0,16,0,16,24,38,0,16,24,38,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36061002601,36061002601,"Census Tract 26.01, New York County, New York",4022,363,1705,257,1615,357,989,287,626,195,33,31,28,30,5,12,42,68,42,68,0,11,69,57,53,43,16,18,62,45,44,34,18,21,34,38,34,38,0,11,409,129,100,40,309,120,0,11,0,11,0,11,17,26,0,11,17,26,20,25,20,25,0,11,0,11,0,11,0,11,16,24,16,24,0,11
1400000US36061002602,36061002602,"Census Tract 26.02, New York County, New York",4199,388,2487,313,500,194,330,137,170,104,133,81,118,81,15,24,185,127,185,127,0,11,11,18,11,18,0,11,76,80,76,80,0,11,123,109,104,90,19,22,591,223,100,112,491,181,0,11,0,11,0,11,0,11,0,11,0,11,52,48,33,37,19,32,40,64,40,64,0,11,1,3,1,3,0,11
1400000US36061002700,36061002700,"Census Tract 27, New York County, New York",1361,194,431,113,25,25,16,13,9,14,28,44,28,44,0,11,5,9,5,9,0,11,3,7,3,7,0,11,0,11,0,11,0,11,22,14,5,8,17,12,847,201,396,180,451,124,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061002800,36061002800,"Census Tract 28, New York County, New York",6990,566,3627,536,2328,382,1356,258,972,274,38,50,38,50,0,16,32,30,32,30,0,16,37,46,37,46,0,16,44,48,19,25,25,39,0,16,0,16,0,16,396,188,43,50,353,187,20,32,20,32,0,16,0,16,0,16,0,16,446,286,298,233,148,103,0,16,0,16,0,16,22,34,22,34,0,16
1400000US36061002900,36061002900,"Census Tract 29, New York County, New York",5834,479,1611,343,637,138,389,131,248,66,89,67,89,67,0,16,14,25,14,25,0,16,28,31,21,27,7,15,283,193,248,188,35,36,15,24,15,24,0,16,3121,485,743,249,2378,391,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,36,38,22,29,14,25
1400000US36061003001,36061003001,"Census Tract 30.01, New York County, New York",4078,318,2716,305,436,127,266,106,170,73,79,66,79,66,0,11,60,65,60,65,0,11,102,99,46,51,56,88,211,212,147,194,64,73,14,22,14,22,0,11,353,177,72,59,281,156,0,11,0,11,0,11,0,11,0,11,0,11,61,66,27,37,34,56,46,56,46,56,0,11,0,11,0,11,0,11
1400000US36061003002,36061003002,"Census Tract 30.02, New York County, New York",2810,223,1684,205,502,147,269,100,233,91,16,18,15,17,1,3,18,19,9,14,9,13,137,78,20,19,117,77,19,24,19,24,0,11,0,11,0,11,0,11,284,169,100,117,184,86,0,11,0,11,0,11,0,11,0,11,0,11,76,55,49,30,27,42,11,19,11,19,0,11,63,49,57,44,6,10
1400000US36061003100,36061003100,"Census Tract 31, New York County, New York",2682,261,1836,242,235,89,219,85,16,24,22,22,22,22,0,11,9,17,9,17,0,11,8,10,8,10,0,11,140,59,110,62,30,37,44,26,35,30,9,17,294,110,138,56,156,74,0,11,0,11,0,11,0,11,0,11,0,11,46,38,33,33,13,19,6,9,6,9,0,11,42,32,34,40,8,17
1400000US36061003200,36061003200,"Census Tract 32, New York County, New York",7715,565,5483,573,361,255,218,144,143,151,113,96,113,96,0,16,106,144,67,84,39,64,523,312,304,258,219,142,226,157,93,92,133,127,46,60,46,60,0,16,402,276,184,163,218,230,0,16,0,16,0,16,32,52,1,2,31,52,197,134,139,106,58,89,193,290,193,290,0,16,33,43,33,43,0,16
1400000US36061003300,36061003300,"Census Tract 33, New York County, New York",4549,434,3738,392,336,278,169,157,167,231,146,111,146,111,0,16,46,41,46,41,0,16,46,57,46,57,0,16,125,73,125,73,0,16,0,16,0,16,0,16,71,106,38,45,33,70,7,16,7,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,34,42,34,42,0,16
1400000US36061003400,36061003400,"Census Tract 34, New York County, New York",6160,533,4176,514,849,203,504,158,345,157,182,148,144,98,38,63,120,113,120,113,0,16,65,49,18,29,47,38,222,170,222,170,0,16,33,40,33,40,0,16,301,220,210,139,91,90,0,16,0,16,0,16,0,16,0,16,0,16,184,150,120,96,64,108,0,16,0,16,0,16,28,33,28,33,0,16
1400000US36061003601,36061003601,"Census Tract 36.01, New York County, New York",3174,398,1056,183,1191,310,915,282,276,97,40,49,28,32,12,18,10,15,10,15,0,11,51,49,46,44,5,11,106,77,93,68,13,26,0,11,0,11,0,11,627,209,238,104,389,148,11,16,11,16,0,11,8,17,8,17,0,11,9,14,0,11,9,14,21,33,21,33,0,11,44,39,35,36,9,14
1400000US36061003602,36061003602,"Census Tract 36.02, New York County, New York",2847,301,2048,268,314,116,277,111,37,29,20,16,20,16,0,11,27,38,4,6,23,37,63,45,60,44,3,8,61,37,54,34,7,15,17,20,17,20,0,11,237,70,52,34,185,55,0,11,0,11,0,11,0,11,0,11,0,11,39,33,31,27,8,12,0,11,0,11,0,11,21,23,14,27,7,14
1400000US36061003700,36061003700,"Census Tract 37, New York County, New York",2538,306,1945,261,181,88,162,82,19,24,83,53,64,47,19,24,11,17,11,17,0,11,15,27,4,8,11,19,146,77,130,72,16,25,0,11,0,11,0,11,66,72,39,44,27,30,0,11,0,11,0,11,0,11,0,11,0,11,91,105,91,105,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",8394,736,6183,602,863,474,367,210,496,463,181,132,144,116,37,62,125,125,125,125,0,16,79,89,47,76,32,44,207,193,207,193,0,16,50,48,40,46,10,16,437,337,249,212,188,217,0,16,0,16,0,16,0,16,0,16,0,16,227,203,87,107,140,183,5,11,5,11,0,16,37,73,37,73,0,16
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",5262,473,4551,464,189,166,175,164,14,22,99,79,99,79,0,16,146,169,146,169,0,16,36,40,10,15,26,30,99,88,99,88,0,16,49,78,49,78,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,78,77,48,60,30,46,0,16,0,16,0,16,15,52,15,52,0,16
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",8920,685,7004,712,668,312,640,300,28,39,291,197,236,189,55,79,7,14,0,16,7,14,79,124,79,124,0,16,411,223,366,203,45,62,81,55,81,55,0,16,178,104,90,61,88,71,7,16,7,16,0,16,0,16,0,16,0,16,100,82,66,66,34,46,33,29,7,15,26,29,61,50,53,50,8,16
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",8169,727,3885,613,292,194,198,124,94,107,49,65,49,65,0,16,39,48,39,48,0,16,0,16,0,16,0,16,223,130,188,109,35,47,0,16,0,16,0,16,3302,558,832,244,2470,561,70,96,70,96,0,16,0,16,0,16,0,16,177,123,134,101,43,74,22,37,22,37,0,16,110,114,110,114,0,16
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",5230,388,3764,358,264,77,264,77,0,16,177,122,177,122,0,16,17,22,17,22,0,16,28,27,25,27,3,5,152,96,93,62,59,75,170,88,98,69,72,38,432,140,298,108,134,78,16,27,16,27,0,16,0,16,0,16,0,16,101,95,59,51,42,49,11,22,11,22,0,16,98,55,85,49,13,23
