,w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate,origin_lat,origin_lon,origin_county,dest_lat,dest_lon,dest_county,linestring
1718099,360470375002002,360470317013000,1,0,0,1,0,1,0,0,0,1,20170919,40.672901,-73.9488233,"Kings County, NY",40.6890232,-73.92270620000001,"Kings County, NY","LINESTRING(-73.9488233 40.672901, -73.92270620000001 40.6890232)"
1572726,360470137003001,360470034001012,1,0,1,0,0,1,0,0,1,0,20170919,40.6383472,-74.0327687,"Kings County, NY",40.6700628,-73.9872613,"Kings County, NY","LINESTRING(-74.0327687 40.6383472, -73.9872613 40.6700628)"
5761292,360810907001034,360593012002003,1,0,1,0,0,0,1,1,0,0,20170919,40.8240114,-73.70329509999999,"Nassau County, NY",40.768380799999996,-73.8384015,"Queens County, NY","LINESTRING(-73.70329509999999 40.8240114, -73.8384015 40.768380799999996)"
4349369,360610128003000,360050332024000,1,0,0,1,0,0,1,0,0,1,20170919,40.8643531,-73.86987059999998,"Bronx County, NY",40.771105,-73.9627672,"New York County, NY","LINESTRING(-73.86987059999998 40.8643531, -73.9627672 40.771105)"
5357751,360810038002004,360470734001001,1,1,0,0,0,1,0,0,0,1,20170919,40.6287734,-73.9371275,"Kings County, NY",40.6835284,-73.8519657,"Queens County, NY","LINESTRING(-73.9371275 40.6287734, -73.8519657 40.6835284)"
4525573,360610159006001,360810339002001,1,0,0,1,1,0,0,0,1,0,20170919,40.7572568,-73.87951740000001,"Queens County, NY",40.7788854,-73.9833708,"New York County, NY","LINESTRING(-73.87951740000001 40.7572568, -73.9833708 40.7788854)"
6635358,361031466111009,361031582052011,1,1,0,0,0,1,0,0,0,1,20170919,40.935154299999994,-73.0351694,"Suffolk County, NY",40.8000985,-73.04280779999999,"Suffolk County, NY","LINESTRING(-73.0351694 40.935154299999994, -73.04280779999999 40.8000985)"
2985349,360610007001007,360610131002003,1,0,1,0,0,0,1,0,0,1,20170919,40.7628068,-73.984422,"New York County, NY",40.7071393,-74.0118413,"New York County, NY","LINESTRING(-73.984422 40.7628068, -74.0118413 40.7071393)"
3924395,360610100001000,360810054001008,1,0,1,0,0,1,0,0,0,1,20170919,40.6792819,-73.84695409999999,"Queens County, NY",40.7602811,-73.9706608,"New York County, NY","LINESTRING(-73.84695409999999 40.6792819, -73.9706608 40.7602811)"
5864400,360811567001012,360810330004007,1,0,0,1,1,0,0,0,0,1,20170919,40.6699835,-73.7658855,"Queens County, NY",40.7364564,-73.7303561,"Queens County, NY","LINESTRING(-73.7658855 40.6699835, -73.7303561 40.7364564)"
1800401,360470515001011,360050221012000,1,0,0,1,0,0,1,1,0,0,20170919,40.8395848,-73.917046,"Bronx County, NY",40.7185477,-73.9512343,"Kings County, NY","LINESTRING(-73.917046 40.8395848, -73.9512343 40.7185477)"
5386039,360810087002000,360610242001004,3,0,3,0,2,1,0,0,0,3,20170919,40.808199200000004,-73.93569120000001,"New York County, NY",40.775068100000006,-73.9318108,"Queens County, NY","LINESTRING(-73.93569120000001 40.808199200000004, -73.9318108 40.775068100000006)"
3019643,360610009001001,361031349072001,1,0,1,0,0,1,0,0,0,1,20170919,40.891989200000005,-73.22932309999999,"Suffolk County, NY",40.7056578,-74.0118654,"New York County, NY","LINESTRING(-73.22932309999999 40.891989200000005, -74.0118654 40.7056578)"
451167,360050421001000,360811072011047,1,0,1,0,0,0,1,0,0,1,20170919,40.6007515,-73.8222978,"Queens County, NY",40.8808687,-73.87987530000001,"Bronx County, NY","LINESTRING(-73.8222978 40.6007515, -73.87987530000001 40.8808687)"
5484826,360810257001001,360471182011001,1,0,1,0,0,0,1,0,1,0,20170919,40.688733,-73.87183940000001,"Kings County, NY",40.7528354,-73.90363459999999,"Queens County, NY","LINESTRING(-73.87183940000001 40.688733, -73.90363459999999 40.7528354)"
1874702,360470590001011,360470608003001,1,0,1,0,0,1,0,0,0,1,20170919,40.583794299999994,-73.9516064,"Kings County, NY",40.587630499999996,-73.953615,"Kings County, NY","LINESTRING(-73.9516064 40.583794299999994, -73.953615 40.587630499999996)"
3740546,360610089002001,360610099001035,1,0,1,0,1,0,0,0,0,1,20170919,40.747937,-74.0057907,"New York County, NY",40.7431442,-74.0019093,"New York County, NY","LINESTRING(-74.0057907 40.747937, -74.0019093 40.7431442)"
2918667,360595197022006,360594082006014,1,0,1,0,0,0,1,0,0,1,20170919,40.7214571,-73.55736390000001,"Nassau County, NY",40.7864506,-73.4658066,"Nassau County, NY","LINESTRING(-73.55736390000001 40.7214571, -73.4658066 40.7864506)"
5380232,360810075002000,360810134003000,1,0,1,0,0,0,1,0,0,1,20170919,40.7060437,-73.8353772,"Queens County, NY",40.7641994,-73.9267125,"Queens County, NY","LINESTRING(-73.8353772 40.7060437, -73.9267125 40.7641994)"
3569311,360610074003005,361190121012030,1,1,0,0,0,0,1,0,0,1,20170919,41.1418239,-73.7613815,"Westchester County, NY",40.744654499999996,-73.9862707,"New York County, NY","LINESTRING(-73.7613815 41.1418239, -73.9862707 40.744654499999996)"
3063472,360610013002000,360470043003000,1,0,1,0,0,0,1,0,0,1,20170919,40.6878785,-73.98830140000001,"Kings County, NY",40.708240999999994,-74.0119999,"New York County, NY","LINESTRING(-73.98830140000001 40.6878785, -74.0119999 40.708240999999994)"
2910236,360595197021012,361031457011008,1,0,1,0,0,0,1,1,0,0,20170919,40.8194032,-73.2233188,"Suffolk County, NY",40.7946709,-73.4623092,"Nassau County, NY","LINESTRING(-73.2233188 40.8194032, -73.4623092 40.7946709)"
6625931,361031466071003,360594082006011,1,0,0,1,0,0,1,0,0,1,20170919,40.722005200000005,-73.5568192,"Nassau County, NY",40.7742991,-73.0853449,"Suffolk County, NY","LINESTRING(-73.5568192 40.722005200000005, -73.0853449 40.7742991)"
3076585,360610013002009,360470500001001,1,1,0,0,0,0,1,0,0,1,20170919,40.648821999999996,-73.9799812,"Kings County, NY",40.706488799999995,-74.0133344,"New York County, NY","LINESTRING(-73.9799812 40.648821999999996, -74.0133344 40.706488799999995)"
290924,360050117002029,361190024022000,1,0,1,0,0,0,1,0,1,0,20170919,40.926012,-73.8436975,"Westchester County, NY",40.812712,-73.8749097,"Bronx County, NY","LINESTRING(-73.8436975 40.926012, -73.8749097 40.812712)"
1680236,360470298003002,360470408002000,1,0,0,1,0,1,0,0,0,1,20170919,40.6022597,-73.9791073,"Kings County, NY",40.600218700000006,-73.99018559999999,"Kings County, NY","LINESTRING(-73.9791073 40.6022597, -73.99018559999999 40.600218700000006)"
5692298,360810717013002,360810138002000,1,0,1,0,1,0,0,0,0,1,20170919,40.7071666,-73.8264427,"Queens County, NY",40.7311969,-73.8635407,"Queens County, NY","LINESTRING(-73.8264427 40.7071666, -73.8635407 40.7311969)"
3342853,360610049001005,360470021003012,1,0,1,0,0,0,1,0,0,1,20170919,40.7033155,-73.9806015,"Kings County, NY",40.7242151,-73.9994762,"New York County, NY","LINESTRING(-73.9806015 40.7033155, -73.9994762 40.7242151)"
2882305,360595187003006,360595182043000,1,0,1,0,0,0,1,0,0,1,20170919,40.8091401,-73.4824332,"Nassau County, NY",40.799724499999996,-73.517967,"Nassau County, NY","LINESTRING(-73.4824332 40.8091401, -73.517967 40.799724499999996)"
5736464,360810853003000,360470437001001,1,0,1,0,0,1,0,0,0,1,20170919,40.6931256,-73.90619659999999,"Kings County, NY",40.7553468,-73.8266429,"Queens County, NY","LINESTRING(-73.90619659999999 40.6931256, -73.8266429 40.7553468)"
4620048,360610212002000,360810849004000,1,0,1,0,0,0,1,0,0,1,20170919,40.7537497,-73.83518740000001,"Queens County, NY",40.814412,-73.9385302,"New York County, NY","LINESTRING(-73.83518740000001 40.7537497, -73.9385302 40.814412)"
1588633,360470159001002,360470165002002,2,0,0,2,1,0,1,0,0,2,20170919,40.670301200000004,-73.9737564,"Kings County, NY",40.675037700000004,-73.9703365,"Kings County, NY","LINESTRING(-73.9737564 40.670301200000004, -73.9703365 40.675037700000004)"
229505,360050041001001,360050002002007,1,0,1,0,0,1,0,0,0,1,20170919,40.8137861,-73.8649379,"Bronx County, NY",40.8103636,-73.9163872,"Bronx County, NY","LINESTRING(-73.8649379 40.8137861, -73.9163872 40.8103636)"
3684985,360610083003002,360470305003002,1,0,1,0,0,0,1,0,0,1,20170919,40.6765208,-73.9611514,"Kings County, NY",40.742557500000004,-74.0060562,"New York County, NY","LINESTRING(-73.9611514 40.6765208, -74.0060562 40.742557500000004)"
6442830,361031232011002,360595205011003,1,1,0,0,0,1,0,1,0,0,20170919,40.729389399999995,-73.4570311,"Nassau County, NY",40.7241474,-73.4326167,"Suffolk County, NY","LINESTRING(-73.4570311 40.729389399999995, -73.4326167 40.7241474)"
403081,360050335002013,361190033004005,1,0,0,1,0,1,0,0,0,1,20170919,40.9051112,-73.82668819999999,"Westchester County, NY",40.8911202,-73.9039272,"Bronx County, NY","LINESTRING(-73.82668819999999 40.9051112, -73.9039272 40.8911202)"
2817028,360594167023006,360594167023003,1,0,0,1,0,0,1,0,0,1,20170919,40.585217,-73.6481335,"Nassau County, NY",40.583622399999996,-73.6480985,"Nassau County, NY","LINESTRING(-73.6481335 40.585217, -73.6480985 40.583622399999996)"
2757386,360594131003000,360594143011018,2,1,1,0,0,2,0,0,0,2,20170919,40.6539917,-73.5870781,"Nassau County, NY",40.650039,-73.630787,"Nassau County, NY","LINESTRING(-73.5870781 40.6539917, -73.630787 40.650039)"
2840889,360595180002014,360595180003001,2,0,2,0,1,0,1,0,0,2,20170919,40.8696612,-73.5297861,"Nassau County, NY",40.871727,-73.5319892,"Nassau County, NY","LINESTRING(-73.5297861 40.8696612, -73.5319892 40.871727)"
3207815,360610033001003,360050019003004,1,1,0,0,0,0,1,0,0,1,20170919,40.8042025,-73.9102801,"Bronx County, NY",40.7182963,-74.00449990000001,"New York County, NY","LINESTRING(-73.9102801 40.8042025, -74.00449990000001 40.7182963)"
1809710,360470527003002,360470410001001,1,0,1,0,1,0,0,0,0,1,20170919,40.6004092,-73.9740592,"Kings County, NY",40.7071526,-73.953057,"Kings County, NY","LINESTRING(-73.9740592 40.6004092, -73.953057 40.7071526)"
4573336,360610181003000,360810457001000,1,0,1,0,0,0,1,0,0,1,20170919,40.739043200000005,-73.8677441,"Queens County, NY",40.793797999999995,-73.96868719999999,"New York County, NY","LINESTRING(-73.8677441 40.739043200000005, -73.96868719999999 40.793797999999995)"
5666306,360810716001028,360470050002003,1,0,1,0,0,1,0,0,1,0,20170919,40.6226602,-74.0358022,"Kings County, NY",40.64463320000001,-73.7957097,"Queens County, NY","LINESTRING(-74.0358022 40.6226602, -73.7957097 40.64463320000001)"
5702391,360810757013002,360810713043000,3,0,2,1,1,2,0,0,0,3,20170919,40.728988799999996,-73.85649240000001,"Queens County, NY",40.715953799999994,-73.83247779999999,"Queens County, NY","LINESTRING(-73.85649240000001 40.728988799999996, -73.83247779999999 40.715953799999994)"
6557277,361031457011030,361031459011037,1,0,1,0,0,1,0,0,0,1,20170919,40.7552,-73.2843469,"Suffolk County, NY",40.811744700000006,-73.2302246,"Suffolk County, NY","LINESTRING(-73.2843469 40.7552, -73.2302246 40.811744700000006)"
5859340,360811551023000,360811123001005,2,0,1,1,0,0,2,0,0,2,20170919,40.7677636,-73.7700839,"Queens County, NY",40.75151470000001,-73.71066429999999,"Queens County, NY","LINESTRING(-73.7700839 40.7677636, -73.71066429999999 40.75151470000001)"
6654899,361031472005018,361031350033025,1,0,1,0,1,0,0,0,0,1,20170919,40.88177879999999,-73.1466448,"Suffolk County, NY",40.7208615,-73.2479792,"Suffolk County, NY","LINESTRING(-73.1466448 40.88177879999999, -73.2479792 40.7208615)"
6689113,361031580072003,361031122062017,1,0,0,1,0,0,1,0,0,1,20170919,40.7884896,-73.4044779,"Suffolk County, NY",40.90855820000001,-73.11494470000001,"Suffolk County, NY","LINESTRING(-73.4044779 40.7884896, -73.11494470000001 40.90855820000001)"
5439545,360810179002014,360470213002003,1,1,0,0,0,1,0,0,0,1,20170919,40.667694700000006,-73.95962970000001,"Kings County, NY",40.7439701,-73.9351368,"Queens County, NY","LINESTRING(-73.95962970000001 40.667694700000006, -73.9351368 40.7439701)"
3853147,360610095001003,361031584072026,1,0,0,1,0,1,0,0,0,1,20170919,40.953286299999995,-72.9292151,"Suffolk County, NY",40.7457105,-73.9926136,"New York County, NY","LINESTRING(-72.9292151 40.953286299999995, -73.9926136 40.7457105)"
5544079,360810357003004,360810596002001,1,1,0,0,0,1,0,0,1,0,20170919,40.6986838,-73.7357542,"Queens County, NY",40.767823299999996,-73.8689482,"Queens County, NY","LINESTRING(-73.7357542 40.6986838, -73.8689482 40.767823299999996)"
6494152,361031349043008,360594121003003,1,0,1,0,1,0,0,0,0,1,20170919,40.6442753,-73.66198299999999,"Nassau County, NY",40.8520219,-73.191348,"Suffolk County, NY","LINESTRING(-73.66198299999999 40.6442753, -73.191348 40.8520219)"
2954507,360595213024001,360595213022010,1,0,0,1,0,1,0,0,0,1,20170919,40.6567851,-73.4752452,"Nassau County, NY",40.6662261,-73.4789597,"Nassau County, NY","LINESTRING(-73.4752452 40.6567851, -73.4789597 40.6662261)"
322601,360050200002011,361190096001001,1,0,1,0,0,1,0,0,0,1,20170919,41.018538299999996,-73.760201,"Westchester County, NY",40.841089000000004,-73.842104,"Bronx County, NY","LINESTRING(-73.760201 41.018538299999996, -73.842104 40.841089000000004)"
4178913,360610113001005,360870121011003,1,0,1,0,0,0,1,0,1,0,20170919,41.1337598,-74.076274,"Rockland County, NY",40.7544225,-73.9899864,"New York County, NY","LINESTRING(-74.076274 41.1337598, -73.9899864 40.7544225)"
3003527,360610007001021,360470303003003,1,1,0,0,0,1,0,0,0,1,20170919,40.6739126,-73.91811609999999,"Kings County, NY",40.705937,-74.00932829999999,"New York County, NY","LINESTRING(-73.91811609999999 40.6739126, -74.00932829999999 40.705937)"
4216964,360610115001000,360610178002001,1,0,1,0,0,0,1,0,0,1,20170919,40.7951883,-73.934535,"New York County, NY",40.757504100000006,-73.9914186,"New York County, NY","LINESTRING(-73.934535 40.7951883, -73.9914186 40.757504100000006)"
6490440,361031349031017,360810460001004,1,0,1,0,0,1,0,0,0,1,20170919,40.709457,-73.792839,"Queens County, NY",40.8487454,-73.2105282,"Suffolk County, NY","LINESTRING(-73.792839 40.709457, -73.2105282 40.8487454)"
4572740,360610181002000,360610117001000,1,0,1,0,0,1,0,0,0,1,20170919,40.7594691,-73.9961545,"New York County, NY",40.792471,-73.9696662,"New York County, NY","LINESTRING(-73.9961545 40.7594691, -73.9696662 40.792471)"
3417294,360610056001002,361190068023003,1,0,1,0,0,0,1,1,0,0,20170919,40.9614634,-73.7848047,"Westchester County, NY",40.7434193,-73.98717049999999,"New York County, NY","LINESTRING(-73.7848047 40.9614634, -73.98717049999999 40.7434193)"
6571582,361031458033010,361031583152001,2,0,2,0,0,0,2,0,0,2,20170919,40.897268100000005,-73.00262159999998,"Suffolk County, NY",40.8243448,-73.20749090000001,"Suffolk County, NY","LINESTRING(-73.00262159999998 40.897268100000005, -73.20749090000001 40.8243448)"
5565857,360810446021004,360470413002000,1,0,1,0,0,1,0,0,0,1,20170919,40.6909783,-73.91064859999999,"Kings County, NY",40.7068799,-73.8011358,"Queens County, NY","LINESTRING(-73.91064859999999 40.6909783, -73.8011358 40.7068799)"
6559321,361031457012012,361031586061010,1,0,1,0,0,0,1,0,1,0,20170919,40.8286251,-73.0547292,"Suffolk County, NY",40.8076984,-73.2257286,"Suffolk County, NY","LINESTRING(-73.0547292 40.8286251, -73.2257286 40.8076984)"
4172002,360610113001003,361190084031002,1,0,0,1,0,0,1,0,0,1,20170919,40.969893299999995,-73.7241422,"Westchester County, NY",40.7556595,-73.9890839,"New York County, NY","LINESTRING(-73.7241422 40.969893299999995, -73.9890839 40.7556595)"
2585221,360594064004006,360594143011018,1,0,1,0,0,0,1,0,0,1,20170919,40.6539917,-73.5870781,"Nassau County, NY",40.7305218,-73.635436,"Nassau County, NY","LINESTRING(-73.5870781 40.6539917, -73.635436 40.7305218)"
6347777,361031121033006,361031118022000,1,1,0,0,1,0,0,0,0,1,20170919,40.8667961,-73.29199770000001,"Suffolk County, NY",40.82518029999999,-73.29876429999999,"Suffolk County, NY","LINESTRING(-73.29199770000001 40.8667961, -73.29876429999999 40.82518029999999)"
4554172,360610169003001,361190105001009,1,0,1,0,0,0,1,0,0,1,20170919,41.0149416,-73.8499768,"Westchester County, NY",40.786086499999996,-73.97432420000001,"New York County, NY","LINESTRING(-73.8499768 41.0149416, -73.97432420000001 40.786086499999996)"
5790687,360811010011006,360811008023008,1,1,0,0,1,0,0,0,0,1,20170919,40.6002204,-73.7657366,"Queens County, NY",40.5965222,-73.7521569,"Queens County, NY","LINESTRING(-73.7657366 40.6002204, -73.7521569 40.5965222)"
1460186,360470021001009,360810687003008,1,0,1,0,0,1,0,1,0,0,20170919,40.7303781,-73.8709551,"Queens County, NY",40.7028779,-73.9901459,"Kings County, NY","LINESTRING(-73.8709551 40.7303781, -73.9901459 40.7028779)"
1467627,360470022001001,360470256002002,1,1,0,0,0,0,1,0,0,1,20170919,40.615744899999996,-73.9884593,"Kings County, NY",40.6466771,-74.02122879999999,"Kings County, NY","LINESTRING(-73.9884593 40.615744899999996, -74.02122879999999 40.6466771)"
3508778,360610067002002,360470041003001,1,0,1,0,0,0,1,0,0,1,20170919,40.6855552,-73.98439029999999,"Kings County, NY",40.7293739,-74.0045209,"New York County, NY","LINESTRING(-73.98439029999999 40.6855552, -74.0045209 40.7293739)"
3002946,360610007001018,360470289001001,1,0,0,1,0,0,1,0,0,1,20170919,40.6934132,-73.9301275,"Kings County, NY",40.7048135,-74.00843540000001,"New York County, NY","LINESTRING(-73.9301275 40.6934132, -74.00843540000001 40.7048135)"
5648240,360810687003000,360470938002004,1,0,1,0,0,1,0,0,0,1,20170919,40.649414,-73.9257561,"Kings County, NY",40.7324585,-73.8697432,"Queens County, NY","LINESTRING(-73.9257561 40.649414, -73.8697432 40.7324585)"
4109309,360610110005001,360050288004006,1,1,0,0,1,0,0,0,0,1,20170919,40.85556210000001,-73.8527035,"Bronx County, NY",40.7625929,-73.96225600000001,"New York County, NY","LINESTRING(-73.8527035 40.85556210000001, -73.96225600000001 40.7625929)"
1661255,360470262001004,360470774002001,1,0,1,0,1,0,0,0,0,1,20170919,40.630359999999996,-73.94582340000001,"Kings County, NY",40.618692700000004,-73.9963527,"Kings County, NY","LINESTRING(-73.94582340000001 40.630359999999996, -73.9963527 40.618692700000004)"
2807153,360594160004016,360594160002013,1,1,0,0,1,0,0,0,0,1,20170919,40.6654982,-73.49859570000001,"Nassau County, NY",40.6675723,-73.48767790000001,"Nassau County, NY","LINESTRING(-73.49859570000001 40.6654982, -73.48767790000001 40.6675723)"
3124527,360610021001006,360050245022000,1,0,1,0,0,1,0,0,0,1,20170919,40.8544416,-73.9125786,"Bronx County, NY",40.71382,-74.00969429999999,"New York County, NY","LINESTRING(-73.9125786 40.8544416, -74.00969429999999 40.71382)"
4231260,360610116001004,361031122142011,1,0,0,1,0,0,1,0,0,1,20170919,40.780125399999996,-73.39665409999999,"Suffolk County, NY",40.7644539,-73.956971,"New York County, NY","LINESTRING(-73.39665409999999 40.780125399999996, -73.956971 40.7644539)"
3164319,360610030014002,360470411002001,1,0,1,0,1,0,0,0,0,1,20170919,40.6869388,-73.90758670000001,"Kings County, NY",40.720288599999996,-73.9868503,"New York County, NY","LINESTRING(-73.90758670000001 40.6869388, -73.9868503 40.720288599999996)"
7102463,361190024041010,360810274001005,1,0,0,1,1,0,0,0,1,0,20170919,40.6839718,-73.7883528,"Queens County, NY",40.926598600000005,-73.8571852,"Westchester County, NY","LINESTRING(-73.7883528 40.6839718, -73.8571852 40.926598600000005)"
6409053,361031223002007,361031474012014,1,1,0,0,0,1,0,1,0,0,20170919,40.7334551,-73.206181,"Suffolk County, NY",40.7310802,-73.4236605,"Suffolk County, NY","LINESTRING(-73.206181 40.7334551, -73.4236605 40.7310802)"
3300482,360610041003000,360594073021005,1,0,1,0,0,0,1,0,0,1,20170919,40.7102973,-73.5960298,"Nassau County, NY",40.71947,-73.9958688,"New York County, NY","LINESTRING(-73.5960298 40.7102973, -73.9958688 40.71947)"
7185987,361190083011007,361190098001001,1,0,1,0,0,0,1,0,0,1,20170919,40.9832268,-73.77165500000001,"Westchester County, NY",41.0027513,-73.6850078,"Westchester County, NY","LINESTRING(-73.77165500000001 40.9832268, -73.6850078 41.0027513)"
7333650,361190129003005,361190081001006,1,0,1,0,0,0,1,0,0,1,20170919,41.0146833,-73.66058890000001,"Westchester County, NY",41.2028012,-73.72844959999999,"Westchester County, NY","LINESTRING(-73.66058890000001 41.0146833, -73.72844959999999 41.2028012)"
3614900,360610079004003,360470484002000,1,1,0,0,0,1,0,0,0,1,20170919,40.6347345,-73.9743442,"Kings County, NY",40.739088200000005,-74.00594699999999,"New York County, NY","LINESTRING(-73.9743442 40.6347345, -74.00594699999999 40.739088200000005)"
2956031,360595216014032,360595216014029,2,1,1,0,1,1,0,0,2,0,20170919,40.6793243,-73.4599572,"Nassau County, NY",40.6792446,-73.4567038,"Nassau County, NY","LINESTRING(-73.4599572 40.6793243, -73.4567038 40.6792446)"
1944935,360470882001000,360470598002006,1,1,0,0,0,0,1,0,0,1,20170919,40.586847600000006,-73.937831,"Kings County, NY",40.6633532,-73.9279652,"Kings County, NY","LINESTRING(-73.937831 40.586847600000006, -73.9279652 40.6633532)"
3845982,360610095001001,360850050002013,1,0,1,0,0,0,1,0,0,1,20170919,40.6049549,-74.08666,"Richmond County, NY",40.7469465,-73.99171290000001,"New York County, NY","LINESTRING(-74.08666 40.6049549, -73.99171290000001 40.7469465)"
1584622,360470153001001,360595177014012,1,0,0,1,0,0,1,0,0,1,20170919,40.8451138,-73.5461335,"Nassau County, NY",40.667834899999995,-73.97914109999999,"Kings County, NY","LINESTRING(-73.5461335 40.8451138, -73.97914109999999 40.667834899999995)"
3418867,360610056001003,360610138008000,4,2,2,0,0,0,4,0,0,4,20170919,40.773179600000006,-73.9536213,"New York County, NY",40.7427393,-73.9855624,"New York County, NY","LINESTRING(-73.9536213 40.773179600000006, -73.9855624 40.7427393)"
1499569,360470041001000,360850244021010,1,0,0,1,0,0,1,0,0,1,20170919,40.5021284,-74.2343707,"Richmond County, NY",40.6874477,-73.9831094,"Kings County, NY","LINESTRING(-74.2343707 40.5021284, -73.9831094 40.6874477)"
4648507,360610241004000,360470254001002,1,0,1,0,0,1,0,0,0,1,20170919,40.61472620000001,-73.9819948,"Kings County, NY",40.833149799999994,-73.9436838,"New York County, NY","LINESTRING(-73.9819948 40.61472620000001, -73.9436838 40.833149799999994)"
6762309,361031586093008,361031461032017,1,1,0,0,0,1,0,0,0,1,20170919,40.749632899999995,-73.23459059999999,"Suffolk County, NY",40.8125604,-73.10220240000001,"Suffolk County, NY","LINESTRING(-73.23459059999999 40.749632899999995, -73.10220240000001 40.8125604)"
6618859,361031466061007,361031468004006,1,0,1,0,0,0,1,0,1,0,20170919,40.7168308,-73.30697459999999,"Suffolk County, NY",40.7766919,-73.13485390000001,"Suffolk County, NY","LINESTRING(-73.30697459999999 40.7168308, -73.13485390000001 40.7766919)"
6571804,361031458033010,361031583221011,2,1,1,0,1,0,1,0,0,2,20170919,40.931484399999995,-73.0028932,"Suffolk County, NY",40.8243448,-73.20749090000001,"Suffolk County, NY","LINESTRING(-73.0028932 40.931484399999995, -73.20749090000001 40.8243448)"
6066592,360870127001005,360594153003005,1,1,0,0,1,0,0,0,1,0,20170919,40.6709517,-73.5272583,"Nassau County, NY",41.0625564,-74.01608540000001,"Rockland County, NY","LINESTRING(-73.5272583 40.6709517, -74.01608540000001 41.0625564)"
4250941,360610119001001,360810079002001,1,0,1,0,0,1,0,0,0,1,20170919,40.7682308,-73.9305768,"Queens County, NY",40.7570381,-73.98431109999999,"New York County, NY","LINESTRING(-73.9305768 40.7682308, -73.98431109999999 40.7570381)"
4290350,360610121001000,360050241004000,1,0,1,0,0,1,0,0,0,1,20170919,40.8522945,-73.9058014,"Bronx County, NY",40.758818,-73.990491,"New York County, NY","LINESTRING(-73.9058014 40.8522945, -73.990491 40.758818)"
6747462,361031585084000,361031585085004,1,1,0,0,1,0,0,0,0,1,20170919,40.8459848,-73.0465716,"Suffolk County, NY",40.8543015,-73.07681120000001,"Suffolk County, NY","LINESTRING(-73.0465716 40.8459848, -73.07681120000001 40.8543015)"
7071821,361190008011005,361190006004000,1,0,1,0,0,0,1,0,0,1,20170919,40.9466047,-73.889004,"Westchester County, NY",40.968027500000005,-73.8844178,"Westchester County, NY","LINESTRING(-73.889004 40.9466047, -73.8844178 40.968027500000005)"
6510931,361031352051003,361031351021008,2,1,1,0,1,1,0,0,0,2,20170919,40.8614398,-73.2674025,"Suffolk County, NY",40.840729700000004,-73.2847506,"Suffolk County, NY","LINESTRING(-73.2674025 40.8614398, -73.2847506 40.840729700000004)"
3881669,360610096001005,360810149001001,2,2,0,0,1,1,0,0,0,2,20170919,40.761291799999995,-73.9132463,"Queens County, NY",40.75577620000001,-73.98132820000001,"New York County, NY","LINESTRING(-73.9132463 40.761291799999995, -73.98132820000001 40.75577620000001)"
5474984,360810240001004,360050413007001,1,0,1,0,1,0,0,0,0,1,20170919,40.8721064,-73.8877499,"Bronx County, NY",40.702422399999996,-73.8076285,"Queens County, NY","LINESTRING(-73.8877499 40.8721064, -73.8076285 40.702422399999996)"
3818796,360610094001005,360610015021004,1,0,0,1,0,0,1,0,0,1,20170919,40.7088996,-74.0064266,"New York County, NY",40.756005,-73.9779912,"New York County, NY","LINESTRING(-74.0064266 40.7088996, -73.9779912 40.756005)"
5403596,360810128002002,360470503001000,1,0,1,0,0,0,1,0,0,1,20170919,40.713925700000004,-73.94683470000001,"Kings County, NY",40.6969005,-73.8396431,"Queens County, NY","LINESTRING(-73.94683470000001 40.713925700000004, -73.8396431 40.6969005)"
2493033,360593028005002,360810492003001,1,1,0,0,1,0,0,0,0,1,20170919,40.7222075,-73.7551234,"Queens County, NY",40.7453565,-73.6884931,"Nassau County, NY","LINESTRING(-73.7551234 40.7222075, -73.6884931 40.7453565)"
275162,360050093006003,360050056001000,1,0,0,1,0,0,1,1,0,0,20170919,40.8326806,-73.8767672,"Bronx County, NY",40.811203799999994,-73.8860982,"Bronx County, NY","LINESTRING(-73.8767672 40.8326806, -73.8860982 40.811203799999994)"
2428501,360593011012001,360593011022007,1,0,1,0,0,0,1,0,0,1,20170919,40.8462231,-73.7065875,"Nassau County, NY",40.8428635,-73.70972950000001,"Nassau County, NY","LINESTRING(-73.7065875 40.8462231, -73.70972950000001 40.8428635)"
2755741,360594131002009,360594121005007,1,0,1,0,0,0,1,0,0,1,20170919,40.6447818,-73.6736264,"Nassau County, NY",40.654019899999994,-73.6289227,"Nassau County, NY","LINESTRING(-73.6736264 40.6447818, -73.6289227 40.654019899999994)"
2400511,360593001002015,360593028002010,1,0,0,1,1,0,0,0,0,1,20170919,40.750338899999996,-73.6922042,"Nassau County, NY",40.806657799999996,-73.7213531,"Nassau County, NY","LINESTRING(-73.6922042 40.750338899999996, -73.7213531 40.806657799999996)"
5377464,360810069003000,360810121001002,1,0,1,0,1,0,0,0,0,1,20170919,40.7719929,-73.90242990000002,"Queens County, NY",40.771916499999996,-73.9214672,"Queens County, NY","LINESTRING(-73.90242990000002 40.7719929, -73.9214672 40.771916499999996)"
3187577,360610031001010,360850208011020,1,0,1,0,0,0,1,0,0,1,20170919,40.5487841,-74.2158785,"Richmond County, NY",40.716376000000004,-74.00335390000001,"New York County, NY","LINESTRING(-74.2158785 40.5487841, -74.00335390000001 40.716376000000004)"
