,w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate,origin_lat,origin_lon,origin_county,dest_lat,dest_lon,dest_county,linestring
1963900,360470966002008,360470405001007,1,0,0,1,0,1,0,0,0,1,20170919,40.6813029,-73.9061405,"Kings County, NY",40.6414653,-73.9003452,"Kings County, NY","LINESTRING(-73.9061405 40.6813029, -73.9003452 40.6414653)"
1977927,360471098002015,360470286005000,1,0,1,0,0,0,1,0,0,1,20170919,40.601940899999995,-74.0004199,"Kings County, NY",40.6476816,-73.9043445,"Kings County, NY","LINESTRING(-74.0004199 40.601940899999995, -73.9043445 40.6476816)"
2634054,360594073011115,360595189006014,1,0,0,1,1,0,0,0,0,1,20170919,40.7649044,-73.53057170000001,"Nassau County, NY",40.7312593,-73.60867540000001,"Nassau County, NY","LINESTRING(-73.53057170000001 40.7649044, -73.60867540000001 40.7312593)"
4228363,360610116001004,360594168021003,1,1,0,0,0,0,1,0,0,1,20170919,40.583329799999994,-73.6452218,"Nassau County, NY",40.7644539,-73.956971,"New York County, NY","LINESTRING(-73.6452218 40.583329799999994, -73.956971 40.7644539)"
4130015,360610112011003,360470518002003,1,0,1,0,0,0,1,0,0,1,20170919,40.6377898,-73.960386,"Kings County, NY",40.763308,-73.97582840000001,"New York County, NY","LINESTRING(-73.960386 40.6377898, -73.97582840000001 40.763308)"
3181233,360610031001010,360594058004009,1,0,1,0,0,0,1,0,0,1,20170919,40.7116859,-73.66328349999999,"Nassau County, NY",40.716376000000004,-74.00335390000001,"New York County, NY","LINESTRING(-73.66328349999999 40.7116859, -74.00335390000001 40.716376000000004)"
4692542,360610317041000,360610034002001,1,1,0,0,0,0,1,0,0,1,20170919,40.7276563,-73.9808479,"New York County, NY",40.7106458,-74.01546590000001,"New York County, NY","LINESTRING(-73.9808479 40.7276563, -74.01546590000001 40.7106458)"
4169792,360610113001003,360610189002002,1,0,1,0,0,0,1,0,0,1,20170919,40.7948283,-73.9633304,"New York County, NY",40.7556595,-73.9890839,"New York County, NY","LINESTRING(-73.9633304 40.7948283, -73.9890839 40.7556595)"
1917271,360470786001001,360470958001002,1,0,1,0,0,0,1,1,0,0,20170919,40.6421652,-73.9137635,"Kings County, NY",40.635261,-73.94933259999999,"Kings County, NY","LINESTRING(-73.9137635 40.6421652, -73.94933259999999 40.635261)"
5723160,360810809007001,360610155006000,1,0,0,1,1,0,0,0,0,1,20170919,40.7766514,-73.9849197,"New York County, NY",40.737551399999994,-73.8213061,"Queens County, NY","LINESTRING(-73.9849197 40.7766514, -73.8213061 40.737551399999994)"
5466525,360810219001003,360810271001002,1,0,1,0,0,1,0,1,0,0,20170919,40.7475098,-73.8777615,"Queens County, NY",40.7281511,-73.91346340000001,"Queens County, NY","LINESTRING(-73.8777615 40.7475098, -73.91346340000001 40.7281511)"
5966731,360850223002003,360850170103006,1,1,0,0,0,1,0,0,0,1,20170919,40.5513314,-74.1923623,"Richmond County, NY",40.636686499999996,-74.14680870000001,"Richmond County, NY","LINESTRING(-74.1923623 40.5513314, -74.14680870000001 40.636686499999996)"
3268229,360610037003002,360050231001003,1,1,0,0,0,0,1,0,0,1,20170919,40.8469918,-73.9042152,"Bronx County, NY",40.7268803,-74.0064901,"New York County, NY","LINESTRING(-73.9042152 40.8469918, -74.0064901 40.7268803)"
1970455,360471058043000,360811032011005,1,0,1,0,0,1,0,0,0,1,20170919,40.607701399999996,-73.758707,"Queens County, NY",40.6487477,-73.8850927,"Kings County, NY","LINESTRING(-73.758707 40.607701399999996, -73.8850927 40.6487477)"
7242518,361190097022008,360870130021004,1,0,1,0,0,0,1,0,0,1,20170919,41.0732268,-73.9657838,"Rockland County, NY",41.0290322,-73.7547277,"Westchester County, NY","LINESTRING(-73.9657838 41.0732268, -73.7547277 41.0290322)"
3621656,360610080001002,360610091001004,1,0,1,0,0,0,1,0,0,1,20170919,40.7431659,-73.9944674,"New York County, NY",40.7495105,-73.97640899999999,"New York County, NY","LINESTRING(-73.9944674 40.7431659, -73.97640899999999 40.7495105)"
3473983,360610062001000,360593008003005,1,0,1,0,0,0,1,0,0,1,20170919,40.769989200000005,-73.72832059999999,"Nassau County, NY",40.7420441,-73.9736679,"New York County, NY","LINESTRING(-73.72832059999999 40.769989200000005, -73.9736679 40.7420441)"
6349513,361031121041027,361031468003006,1,0,1,0,1,0,0,0,0,1,20170919,40.712948100000006,-73.311376,"Suffolk County, NY",40.8223469,-73.3025823,"Suffolk County, NY","LINESTRING(-73.311376 40.712948100000006, -73.3025823 40.8223469)"
5656270,360810711002000,360594100003030,1,0,0,1,0,1,0,0,0,1,20170919,40.67768770000001,-73.68656829999999,"Nassau County, NY",40.7212214,-73.8484441,"Queens County, NY","LINESTRING(-73.68656829999999 40.67768770000001, -73.8484441 40.7212214)"
4504915,360610153003001,360610171003001,1,1,0,0,0,0,1,0,1,0,20170919,40.7876201,-73.9779528,"New York County, NY",40.775397600000005,-73.9829678,"New York County, NY","LINESTRING(-73.9779528 40.7876201, -73.9829678 40.775397600000005)"
2458869,360593018002018,360810632002010,5,1,2,2,2,1,2,0,0,5,20170919,40.674529,-73.7387136,"Queens County, NY",40.7757244,-73.7011699,"Nassau County, NY","LINESTRING(-73.7387136 40.674529, -73.7011699 40.7757244)"
2846619,360595182033004,361031110012009,1,0,0,1,1,0,0,0,0,1,20170919,40.8602434,-73.4143147,"Suffolk County, NY",40.8219941,-73.46528990000002,"Nassau County, NY","LINESTRING(-73.4143147 40.8602434, -73.46528990000002 40.8219941)"
4673703,360610277001000,360050297001005,1,0,1,0,0,0,1,0,0,1,20170919,40.887674100000005,-73.90997359999999,"Bronx County, NY",40.8560966,-73.9262868,"New York County, NY","LINESTRING(-73.90997359999999 40.887674100000005, -73.9262868 40.8560966)"
5513890,360810309031000,360810439002004,1,0,1,0,1,0,0,0,0,1,20170919,40.7418975,-73.8552696,"Queens County, NY",40.756473299999996,-73.8869558,"Queens County, NY","LINESTRING(-73.8552696 40.7418975, -73.8869558 40.756473299999996)"
3228295,360610033002008,360610175005001,1,0,1,0,1,0,0,0,0,1,20170919,40.788931299999994,-73.976916,"New York County, NY",40.717661,-74.00650379999999,"New York County, NY","LINESTRING(-73.976916 40.788931299999994, -74.00650379999999 40.717661)"
1502388,360470043002002,360594152013011,1,0,1,0,0,0,1,0,0,1,20170919,40.6618158,-73.5451749,"Nassau County, NY",40.6885104,-73.987865,"Kings County, NY","LINESTRING(-73.5451749 40.6618158, -73.987865 40.6885104)"
6457418,361031234013007,360594094002000,1,1,0,0,0,1,0,0,0,1,20170919,40.7187082,-73.4962179,"Nassau County, NY",40.701240000000006,-73.384674,"Suffolk County, NY","LINESTRING(-73.4962179 40.7187082, -73.384674 40.701240000000006)"
385137,360050296002000,360050302002001,3,0,2,1,0,2,1,0,0,3,20170919,40.8622731,-73.8245204,"Bronx County, NY",40.854335600000006,-73.8463625,"Bronx County, NY","LINESTRING(-73.8245204 40.8622731, -73.8463625 40.854335600000006)"
5656261,360810711002000,360594098001012,1,0,1,0,1,0,0,0,0,1,20170919,40.68995379999999,-73.7135588,"Nassau County, NY",40.7212214,-73.8484441,"Queens County, NY","LINESTRING(-73.7135588 40.68995379999999, -73.8484441 40.7212214)"
6616892,361031466051037,361031585102019,1,0,0,1,1,0,0,0,0,1,20170919,40.83969129999999,-73.01847690000001,"Suffolk County, NY",40.7905289,-73.1186681,"Suffolk County, NY","LINESTRING(-73.01847690000001 40.83969129999999, -73.1186681 40.7905289)"
1482179,360470035001003,360470356011000,1,0,1,0,0,0,1,0,0,1,20170919,40.580876399999994,-73.96980390000002,"Kings County, NY",40.6859989,-73.97762209999999,"Kings County, NY","LINESTRING(-73.96980390000002 40.580876399999994, -73.97762209999999 40.6859989)"
1587445,360470157001001,360470830003003,1,1,0,0,0,1,0,0,1,0,20170919,40.6391897,-73.9442047,"Kings County, NY",40.674634000000005,-73.97692590000001,"Kings County, NY","LINESTRING(-73.9442047 40.6391897, -73.97692590000001 40.674634000000005)"
2977851,360610007001002,360610084002005,1,1,0,0,0,0,1,0,0,1,20170919,40.7498135,-73.9850088,"New York County, NY",40.7077571,-74.00922709999999,"New York County, NY","LINESTRING(-73.9850088 40.7498135, -74.00922709999999 40.7077571)"
7300190,361190118004030,361190111013029,1,1,0,0,0,1,0,0,0,1,20170919,41.0374722,-73.8290143,"Westchester County, NY",41.107991399999996,-73.8661178,"Westchester County, NY","LINESTRING(-73.8290143 41.0374722, -73.8661178 41.107991399999996)"
3773149,360610092001005,360470553001003,1,0,1,0,0,0,1,0,0,1,20170919,40.7160506,-73.95856859999999,"Kings County, NY",40.75451470000001,-73.9763929,"New York County, NY","LINESTRING(-73.95856859999999 40.7160506, -73.9763929 40.75451470000001)"
3941134,360610100002002,360610120004001,1,0,1,0,0,0,1,0,0,1,20170919,40.769141299999994,-73.9641998,"New York County, NY",40.758350799999995,-73.969964,"New York County, NY","LINESTRING(-73.9641998 40.769141299999994, -73.969964 40.758350799999995)"
2548931,360593042022008,361031466082002,1,0,0,1,0,0,1,1,0,0,20170919,40.76832329999999,-73.07267540000001,"Suffolk County, NY",40.7574351,-73.565489,"Nassau County, NY","LINESTRING(-73.07267540000001 40.76832329999999, -73.565489 40.7574351)"
5330213,360810019001022,360050374002005,1,0,0,1,0,1,0,0,0,1,20170919,40.8747178,-73.866541,"Bronx County, NY",40.75103,-73.9434146,"Queens County, NY","LINESTRING(-73.866541 40.8747178, -73.9434146 40.75103)"
4129676,360610112011003,360470119002005,1,0,0,1,0,0,1,0,1,0,20170919,40.6795761,-73.98759609999999,"Kings County, NY",40.763308,-73.97582840000001,"New York County, NY","LINESTRING(-73.98759609999999 40.6795761, -73.97582840000001 40.763308)"
5749068,360810871002004,360471237003003,1,0,1,0,0,0,1,0,0,1,20170919,40.6979357,-73.9563281,"Kings County, NY",40.7601758,-73.8291235,"Queens County, NY","LINESTRING(-73.9563281 40.6979357, -73.8291235 40.7601758)"
6727766,361031583081030,361031477022014,1,0,0,1,0,1,0,0,1,0,20170919,40.734835700000005,-73.1113731,"Suffolk County, NY",40.9218281,-73.0410323,"Suffolk County, NY","LINESTRING(-73.1113731 40.734835700000005, -73.0410323 40.9218281)"
1797296,360470508012000,360471070001000,1,0,0,1,0,1,0,0,1,0,20170919,40.6576102,-73.8715496,"Kings County, NY",40.6514991,-73.9596003,"Kings County, NY","LINESTRING(-73.8715496 40.6576102, -73.9596003 40.6514991)"
2656905,360594074021018,360594097003007,1,0,0,1,0,0,1,0,0,1,20170919,40.6943073,-73.5120691,"Nassau County, NY",40.700905,-73.5827588,"Nassau County, NY","LINESTRING(-73.5120691 40.6943073, -73.5827588 40.700905)"
5448761,360810199001006,360595183004020,1,0,1,0,0,1,0,0,1,0,20170919,40.8110784,-73.50235579999999,"Nassau County, NY",40.7422191,-73.9364415,"Queens County, NY","LINESTRING(-73.50235579999999 40.8110784, -73.9364415 40.7422191)"
7188609,361190083024001,361190122005043,1,0,0,1,0,0,1,0,0,1,20170919,41.1297876,-73.792137,"Westchester County, NY",41.0215564,-73.68582669999999,"Westchester County, NY","LINESTRING(-73.792137 41.1297876, -73.68582669999999 41.0215564)"
2858592,360595183002012,360594045002009,1,0,0,1,0,0,1,0,0,1,20170919,40.724215,-73.69902569999999,"Nassau County, NY",40.8246679,-73.50541340000001,"Nassau County, NY","LINESTRING(-73.69902569999999 40.724215, -73.50541340000001 40.8246679)"
5779877,360810972031005,360050132001003,1,0,1,0,0,0,1,0,0,1,20170919,40.814352500000005,-73.82652259999999,"Bronx County, NY",40.595910700000005,-73.78098809999999,"Queens County, NY","LINESTRING(-73.82652259999999 40.814352500000005, -73.78098809999999 40.595910700000005)"
1617592,360470204002002,360470204002000,2,0,0,2,1,0,1,2,0,0,20170919,40.6233282,-74.01324659999999,"Kings County, NY",40.6221886,-74.0144324,"Kings County, NY","LINESTRING(-74.01324659999999 40.6233282, -74.0144324 40.6221886)"
5864954,360811571018003,360810779052000,1,0,1,0,0,0,1,0,0,1,20170919,40.718753899999996,-73.8103712,"Queens County, NY",40.7326694,-73.7159538,"Queens County, NY","LINESTRING(-73.8103712 40.718753899999996, -73.7159538 40.7326694)"
469956,360050462013005,360050223003000,1,0,1,0,0,0,1,0,0,1,20170919,40.84095670000001,-73.9144114,"Bronx County, NY",40.8771781,-73.8330557,"Bronx County, NY","LINESTRING(-73.9144114 40.84095670000001, -73.8330557 40.8771781)"
1480606,360470033002004,361190135001004,1,0,1,0,0,1,0,0,0,1,20170919,41.174502200000006,-73.842527,"Westchester County, NY",40.6893804,-73.98072859999999,"Kings County, NY","LINESTRING(-73.842527 41.174502200000006, -73.98072859999999 40.6893804)"
6712203,361031581112009,361031585052008,1,0,0,1,0,1,0,0,1,0,20170919,40.847087,-73.112624,"Suffolk County, NY",40.864572700000004,-73.0598162,"Suffolk County, NY","LINESTRING(-73.112624 40.847087, -73.0598162 40.864572700000004)"
5494839,360810269021001,360810855003000,2,0,2,0,0,2,0,0,0,2,20170919,40.7589356,-73.8221725,"Queens County, NY",40.745222399999996,-73.8834186,"Queens County, NY","LINESTRING(-73.8221725 40.7589356, -73.8834186 40.745222399999996)"
2533450,360593037005009,361031581022016,1,0,1,0,0,0,1,0,0,1,20170919,40.8879343,-73.0408352,"Suffolk County, NY",40.7424231,-73.6258563,"Nassau County, NY","LINESTRING(-73.0408352 40.8879343, -73.6258563 40.7424231)"
4051957,360610108003000,360470043002000,1,1,0,0,0,0,1,0,0,1,20170919,40.689136600000005,-73.98743990000001,"Kings County, NY",40.7584718,-73.9643545,"New York County, NY","LINESTRING(-73.98743990000001 40.689136600000005, -73.9643545 40.7584718)"
3979168,360610102001000,360810769021001,1,0,0,1,0,0,1,0,0,1,20170919,40.7156519,-73.834854,"Queens County, NY",40.760963000000004,-73.9722753,"New York County, NY","LINESTRING(-73.834854 40.7156519, -73.9722753 40.760963000000004)"
7319213,361190123031027,360810889012003,1,0,1,0,0,1,0,0,0,1,20170919,40.773124100000004,-73.8288931,"Queens County, NY",41.129237599999996,-73.71245520000001,"Westchester County, NY","LINESTRING(-73.8288931 40.773124100000004, -73.71245520000001 41.129237599999996)"
3733602,360610088001003,360810063002000,1,0,1,0,0,0,1,0,0,1,20170919,40.765054299999996,-73.9212252,"Queens County, NY",40.7496086,-73.9747261,"New York County, NY","LINESTRING(-73.9212252 40.765054299999996, -73.9747261 40.7496086)"
1563838,360470121002001,360470610042002,1,0,1,0,0,1,0,0,0,1,20170919,40.579871600000004,-73.9550725,"Kings County, NY",40.6711314,-73.992952,"Kings County, NY","LINESTRING(-73.9550725 40.579871600000004, -73.992952 40.6711314)"
3367790,360610052001003,360810788002002,1,0,0,1,0,0,1,0,1,0,20170919,40.669368,-73.7912736,"Queens County, NY",40.737165399999995,-73.98950450000001,"New York County, NY","LINESTRING(-73.7912736 40.669368, -73.98950450000001 40.737165399999995)"
1704650,360470355003001,360595191006001,1,0,1,0,0,0,1,0,0,1,20170919,40.75439620000001,-73.5310756,"Nassau County, NY",40.6641238,-73.935732,"Kings County, NY","LINESTRING(-73.5310756 40.75439620000001, -73.935732 40.6641238)"
1780800,360470486001001,360850189023006,1,0,1,0,0,1,0,1,0,0,20170919,40.605204,-74.132348,"Richmond County, NY",40.6416505,-73.97862679999999,"Kings County, NY","LINESTRING(-74.132348 40.605204, -73.97862679999999 40.6416505)"
3563673,360610074003002,360810593001004,1,1,0,0,0,1,0,0,0,1,20170919,40.710978499999996,-73.90211409999999,"Queens County, NY",40.745273499999996,-73.9858198,"New York County, NY","LINESTRING(-73.90211409999999 40.710978499999996, -73.9858198 40.745273499999996)"
5789061,360810998021010,360810942011014,1,1,0,0,1,0,0,0,0,1,20170919,40.5857865,-73.82134040000001,"Queens County, NY",40.593769,-73.7579866,"Queens County, NY","LINESTRING(-73.82134040000001 40.5857865, -73.7579866 40.593769)"
4362356,360610129002004,360810087003000,1,0,1,0,0,0,1,0,1,0,20170919,40.7739501,-73.9327377,"Queens County, NY",40.7623081,-73.9987804,"New York County, NY","LINESTRING(-73.9327377 40.7739501, -73.9987804 40.7623081)"
2413598,360593008004008,360050307014002,1,0,1,0,0,0,1,1,0,0,20170919,40.8854862,-73.9145121,"Bronx County, NY",40.778544700000005,-73.732584,"Nassau County, NY","LINESTRING(-73.9145121 40.8854862, -73.732584 40.778544700000005)"
3973031,360610101001007,360811032011006,1,0,0,1,0,1,0,0,0,1,20170919,40.60794129999999,-73.7597884,"Queens County, NY",40.74880170000001,-73.9903573,"New York County, NY","LINESTRING(-73.7597884 40.60794129999999, -73.9903573 40.74880170000001)"
4694960,360610319001000,360594049022000,1,0,0,1,0,0,1,0,1,0,20170919,40.7068679,-73.71647759999999,"Nassau County, NY",40.702834,-74.014769,"New York County, NY","LINESTRING(-73.71647759999999 40.7068679, -74.014769 40.702834)"
6690612,361031580073000,360470163002001,1,0,0,1,0,0,1,0,0,1,20170919,40.6784355,-73.97028470000001,"Kings County, NY",40.9088932,-73.1198562,"Suffolk County, NY","LINESTRING(-73.97028470000001 40.6784355, -73.1198562 40.9088932)"
5400318,360810123012002,361031233011014,1,0,1,0,0,0,1,0,0,1,20170919,40.695881299999996,-73.42589620000001,"Suffolk County, NY",40.7774529,-73.895756,"Queens County, NY","LINESTRING(-73.42589620000001 40.695881299999996, -73.895756 40.7774529)"
4676345,360610285002000,360050332024000,1,0,1,0,0,1,0,0,0,1,20170919,40.8643531,-73.86987059999998,"Bronx County, NY",40.8617869,-73.9275499,"New York County, NY","LINESTRING(-73.86987059999998 40.8643531, -73.9275499 40.8617869)"
1621252,360470212002001,360850134002018,1,1,0,0,0,0,1,0,0,1,20170919,40.5645977,-74.1163703,"Richmond County, NY",40.6282795,-74.00451170000001,"Kings County, NY","LINESTRING(-74.1163703 40.5645977, -74.00451170000001 40.6282795)"
1877224,360470594014001,360470064003002,1,0,1,0,0,0,1,0,0,1,20170919,40.627787,-74.0307653,"Kings County, NY",40.5918573,-73.9484525,"Kings County, NY","LINESTRING(-74.0307653 40.627787, -73.9484525 40.5918573)"
7130887,361190050022021,361190109023023,1,1,0,0,1,0,0,0,1,0,20170919,41.040882200000006,-73.7804704,"Westchester County, NY",40.974873200000005,-73.8044757,"Westchester County, NY","LINESTRING(-73.7804704 41.040882200000006, -73.8044757 40.974873200000005)"
1838046,360470549001000,360594139005004,1,0,1,0,1,0,0,0,0,1,20170919,40.678487200000006,-73.5951395,"Nassau County, NY",40.7098031,-73.9631854,"Kings County, NY","LINESTRING(-73.5951395 40.678487200000006, -73.9631854 40.7098031)"
4406960,360610135001007,360050376001000,1,0,1,0,0,0,1,0,0,1,20170919,40.8723596,-73.8687785,"Bronx County, NY",40.769158700000006,-73.9896532,"New York County, NY","LINESTRING(-73.8687785 40.8723596, -73.9896532 40.769158700000006)"
2954863,360595214004000,360595216023003,1,0,0,1,0,0,1,0,0,1,20170919,40.6914184,-73.4457551,"Nassau County, NY",40.6646202,-73.46087920000001,"Nassau County, NY","LINESTRING(-73.4457551 40.6914184, -73.46087920000001 40.6646202)"
1891299,360470652001005,360470086001000,1,1,0,0,0,1,0,0,1,0,20170919,40.647976899999996,-74.0037438,"Kings County, NY",40.615232,-73.9293785,"Kings County, NY","LINESTRING(-74.0037438 40.647976899999996, -73.9293785 40.615232)"
7334907,361190130001002,361190023002007,1,0,1,0,1,0,0,0,1,0,20170919,40.940585999999996,-73.8597749,"Westchester County, NY",41.218547799999996,-73.7201276,"Westchester County, NY","LINESTRING(-73.8597749 40.940585999999996, -73.7201276 41.218547799999996)"
1936209,360470818002001,361190134003006,1,0,0,1,0,1,0,0,0,1,20170919,41.16337670000001,-73.8535606,"Westchester County, NY",40.651901200000005,-73.9462905,"Kings County, NY","LINESTRING(-73.8535606 41.16337670000001, -73.9462905 40.651901200000005)"
3732915,360610088001003,360594095002015,1,1,0,0,0,0,1,0,0,1,20170919,40.7128404,-73.4873618,"Nassau County, NY",40.7496086,-73.9747261,"New York County, NY","LINESTRING(-73.4873618 40.7128404, -73.9747261 40.7496086)"
2785926,360594148002002,360594148007011,1,1,0,0,0,1,0,0,1,0,20170919,40.6834415,-73.5360891,"Nassau County, NY",40.6851611,-73.548523,"Nassau County, NY","LINESTRING(-73.5360891 40.6834415, -73.548523 40.6851611)"
5320031,360810007002000,360810007004003,1,0,1,0,0,1,0,0,0,1,20170919,40.7446679,-73.9547128,"Queens County, NY",40.747511700000004,-73.9463329,"Queens County, NY","LINESTRING(-73.9547128 40.7446679, -73.9463329 40.747511700000004)"
5365300,360810055001000,360050264001004,1,0,1,0,0,1,0,0,0,1,20170919,40.8433547,-73.82939549999999,"Bronx County, NY",40.755179299999995,-73.92923509999999,"Queens County, NY","LINESTRING(-73.82939549999999 40.8433547, -73.92923509999999 40.755179299999995)"
3054773,360610013001006,360470542001002,1,0,1,0,0,0,1,0,0,1,20170919,40.611527,-73.960222,"Kings County, NY",40.709756899999995,-74.0108529,"New York County, NY","LINESTRING(-73.960222 40.611527, -74.0108529 40.709756899999995)"
3737293,360610088001005,360470245002001,1,0,1,0,0,0,1,0,0,1,20170919,40.682692200000005,-73.9519092,"Kings County, NY",40.749783799999996,-73.97107,"New York County, NY","LINESTRING(-73.9519092 40.682692200000005, -73.97107 40.749783799999996)"
246241,360050063002036,360050484001003,1,0,1,0,0,1,0,0,0,1,20170919,40.884981200000006,-73.8343108,"Bronx County, NY",40.816064600000004,-73.9298651,"Bronx County, NY","LINESTRING(-73.8343108 40.884981200000006, -73.9298651 40.816064600000004)"
1601639,360470182001003,361031116021002,1,0,1,0,0,0,1,0,0,1,20170919,40.897907399999994,-73.32729520000001,"Suffolk County, NY",40.613018200000006,-74.00226740000001,"Kings County, NY","LINESTRING(-73.32729520000001 40.897907399999994, -74.00226740000001 40.613018200000006)"
5712503,360810779042004,360811571017007,1,0,1,0,1,0,0,0,0,1,20170919,40.7338398,-73.72027609999999,"Queens County, NY",40.7203821,-73.8096594,"Queens County, NY","LINESTRING(-73.72027609999999 40.7338398, -73.8096594 40.7203821)"
4565136,360610175003000,360610225003003,1,0,1,0,0,1,0,0,0,1,20170919,40.8221501,-73.9529578,"New York County, NY",40.789747999999996,-73.9788582,"New York County, NY","LINESTRING(-73.9529578 40.8221501, -73.9788582 40.789747999999996)"
3716596,360610087001003,360470401001000,1,1,0,0,1,0,0,0,0,1,20170919,40.6867474,-73.9112889,"Kings County, NY",40.74075070000001,-73.9962284,"New York County, NY","LINESTRING(-73.9112889 40.6867474, -73.9962284 40.74075070000001)"
1803603,360470519003007,360050048001002,1,1,0,0,0,1,0,0,0,1,20170919,40.828132399999994,-73.87473829999999,"Bronx County, NY",40.713845299999996,-73.9588926,"Kings County, NY","LINESTRING(-73.87473829999999 40.828132399999994, -73.9588926 40.713845299999996)"
5773939,360810945001022,360810004002002,1,1,0,0,0,1,0,0,1,0,20170919,40.6895769,-73.8669013,"Queens County, NY",40.7941509,-73.82538309999998,"Queens County, NY","LINESTRING(-73.8669013 40.6895769, -73.82538309999998 40.7941509)"
2894230,360595192001005,360594138031008,1,0,1,0,0,1,0,0,0,1,20170919,40.6354265,-73.6050179,"Nassau County, NY",40.759592600000005,-73.5169243,"Nassau County, NY","LINESTRING(-73.6050179 40.6354265, -73.5169243 40.759592600000005)"
3476090,360610062001000,360610225004001,1,0,0,1,0,0,1,0,0,1,20170919,40.82262,-73.9503105,"New York County, NY",40.7420441,-73.9736679,"New York County, NY","LINESTRING(-73.9503105 40.82262, -73.9736679 40.7420441)"
5572997,360810461001002,360810427002002,1,0,1,0,0,0,1,1,0,0,20170919,40.7427949,-73.8527008,"Queens County, NY",40.7420342,-73.87061329999999,"Queens County, NY","LINESTRING(-73.8527008 40.7427949, -73.87061329999999 40.7420342)"
6069349,360870128005043,360594108004014,1,0,0,1,0,0,1,0,0,1,20170919,40.658247499999995,-73.7039526,"Nassau County, NY",41.065334899999996,-73.9898191,"Rockland County, NY","LINESTRING(-73.7039526 40.658247499999995, -73.9898191 41.065334899999996)"
5798188,360811039004012,360811409011007,1,0,1,0,0,1,0,0,1,0,20170919,40.746968700000004,-73.7748973,"Queens County, NY",40.783735,-73.8222127,"Queens County, NY","LINESTRING(-73.7748973 40.746968700000004, -73.8222127 40.783735)"
6688258,361031580071006,361031583063006,1,0,1,0,0,0,1,0,0,1,20170919,40.9165117,-72.99460140000001,"Suffolk County, NY",40.914688500000004,-73.11763690000001,"Suffolk County, NY","LINESTRING(-72.99460140000001 40.9165117, -73.11763690000001 40.914688500000004)"
2916689,360595197022004,361031240012000,1,0,1,0,0,0,1,0,1,0,20170919,40.6971779,-73.36559270000001,"Suffolk County, NY",40.7911249,-73.4645668,"Nassau County, NY","LINESTRING(-73.36559270000001 40.6971779, -73.4645668 40.7911249)"
2616550,360594072032023,360595175003019,1,0,1,0,0,0,1,0,0,1,20170919,40.8265261,-73.6404343,"Nassau County, NY",40.7013974,-73.61661090000001,"Nassau County, NY","LINESTRING(-73.6404343 40.8265261, -73.61661090000001 40.7013974)"
7146833,361190060001012,360610180001003,1,1,0,0,0,1,0,0,1,0,20170919,40.794430299999995,-73.9385855,"New York County, NY",40.913709600000004,-73.7807866,"Westchester County, NY","LINESTRING(-73.9385855 40.794430299999995, -73.7807866 40.913709600000004)"
2652342,360594073024003,360594166006009,1,0,1,0,0,0,1,0,0,1,20170919,40.587173799999995,-73.6769541,"Nassau County, NY",40.721120299999995,-73.5824757,"Nassau County, NY","LINESTRING(-73.6769541 40.587173799999995, -73.5824757 40.721120299999995)"
1638038,360470230001003,360470128011005,1,0,0,1,0,0,1,0,0,1,20170919,40.6299676,-74.0135123,"Kings County, NY",40.6353402,-73.9828247,"Kings County, NY","LINESTRING(-74.0135123 40.6299676, -73.9828247 40.6353402)"
3282395,360610038006000,360050201002002,1,1,0,0,1,0,0,0,0,1,20170919,40.840835600000005,-73.9255935,"Bronx County, NY",40.7271968,-73.98714759999999,"New York County, NY","LINESTRING(-73.9255935 40.840835600000005, -73.98714759999999 40.7271968)"
245193,360050063002015,360050399013001,1,0,0,1,0,1,0,0,0,1,20170919,40.863017600000006,-73.891473,"Bronx County, NY",40.8207373,-73.9281284,"Bronx County, NY","LINESTRING(-73.891473 40.863017600000006, -73.9281284 40.8207373)"
3837494,360610094001013,361190024021000,1,1,0,0,1,0,0,0,1,0,20170919,40.9278955,-73.84734590000001,"Westchester County, NY",40.752948700000005,-73.9785792,"New York County, NY","LINESTRING(-73.84734590000001 40.9278955, -73.9785792 40.752948700000005)"
3730805,360610088001002,360610279002002,1,0,1,0,1,0,0,0,0,1,20170919,40.855491799999996,-73.9300214,"New York County, NY",40.7499612,-73.9735697,"New York County, NY","LINESTRING(-73.9300214 40.855491799999996, -73.9735697 40.7499612)"
5405501,360810134001001,360810511001001,1,0,1,0,0,0,1,0,0,1,20170919,40.7278472,-73.9007503,"Queens County, NY",40.7061002,-73.8338854,"Queens County, NY","LINESTRING(-73.9007503 40.7278472, -73.8338854 40.7061002)"
3154522,360610028004004,360470261005001,2,1,1,0,0,2,0,0,0,2,20170919,40.6929685,-73.9472773,"Kings County, NY",40.7250821,-73.976567,"New York County, NY","LINESTRING(-73.9472773 40.6929685, -73.976567 40.7250821)"
3368054,360610052001003,361190123033020,1,0,1,0,0,0,1,0,0,1,20170919,41.121358,-73.7007651,"Westchester County, NY",40.737165399999995,-73.98950450000001,"New York County, NY","LINESTRING(-73.7007651 41.121358, -73.98950450000001 40.737165399999995)"
4001564,360610102001009,360810539003008,1,1,0,0,0,0,1,0,0,1,20170919,40.7068479,-73.9160478,"Queens County, NY",40.7584605,-73.97410179999999,"New York County, NY","LINESTRING(-73.9160478 40.7068479, -73.97410179999999 40.7584605)"
